,link,name,budget,rev_tot,rev_lif,rel_dt,runtime,distributor,genre,rating,awards
9152,http://www.boxofficemojo.com/movies/?id=oldschool.htm,Old School,24000000.0,75585093.0,,21-Feb-03,1 hrs. 31 min.,DreamWorks,Comedy,R,No Academy Awards Information
9155,http://www.boxofficemojo.com/movies/?id=oldboy2013.htm,Oldboy (2013),30000000.0,2193658.0,,27-Nov-13,2 hrs. 0 min.,FilmDistrict,Thriller,R,No Academy Awards Information
9159,http://www.boxofficemojo.com/movies/?id=olivertwist.htm,Oliver Twist,60000000.0,2080321.0,,23-Sep-05,2 hrs. 10 min.,Sony / Columbia,Period Drama,PG-13,No Academy Awards Information
9164,http://www.boxofficemojo.com/movies/?id=olympushasfallen.htm,Olympus Has Fallen,70000000.0,98925640.0,,22-Mar-13,2 hrs. 0 min.,FilmDistrict,Thriller,R,No Academy Awards Information
9170,http://www.boxofficemojo.com/movies/?id=ondeadlyground.htm,On Deadly Ground,50000000.0,38590458.0,,18-Feb-94,1 hrs. 41 min.,Warner Bros.,Action,R,No Academy Awards Information
9186,http://www.boxofficemojo.com/movies/?id=ontheline.htm,On the Line,16000000.0,4365455.0,,26-Oct-01,1 hrs. 26 min.,Miramax,Romantic Comedy,PG,No Academy Awards Information
9199,http://www.boxofficemojo.com/movies/?id=once.htm,Once,150000.0,9439923.0,,16-May-07,1 hrs. 25 min.,Fox Searchlight,Music Drama,R,"""Nominated for One Oscar, Including One Win."""
9209,http://www.boxofficemojo.com/movies/?id=onceuponatimeinmexico.htm,Once Upon a Time in Mexico,29000000.0,56359780.0,,12-Sep-03,1 hrs. 37 min.,Sony / Columbia,Action,R,No Academy Awards Information
9217,http://www.boxofficemojo.com/movies/?id=ondine.htm,Ondine,12000000.0,550472.0,,4-Jun-10,1 hrs. 42 min.,Magnolia,Drama,PG-13,No Academy Awards Information
9222,http://www.boxofficemojo.com/movies/?id=oneday.htm,One Day,15000000.0,13843771.0,,19-Aug-11,1 hrs. 47 min.,Focus Features,Romance,PG-13,No Academy Awards Information
9226,http://www.boxofficemojo.com/movies/?id=onedirection.htm,One Direction: This is Us,10000000.0,28873374.0,,30-Aug-13,1 hrs. 32 min.,TriStar,Concert,PG,No Academy Awards Information
9230,http://www.boxofficemojo.com/movies/?id=oneflewoverthecuckoosnest.htm,One Flew Over the Cuckoo's Nest,3000000.0,108981275.0,,20-Nov-75,2 hrs. 13 min.,United Artists,Drama,R,No Academy Awards Information
9231,http://www.boxofficemojo.com/movies/?id=oneforthemoney.htm,One For the Money,40000000.0,26414527.0,,27-Jan-12,1 hrs. 31 min.,Lionsgate,Action Comedy,PG-13,No Academy Awards Information
9233,http://www.boxofficemojo.com/movies/?id=onehourphoto.htm,One Hour Photo,12000000.0,31597131.0,,21-Aug-02,1 hrs. 35 min.,Fox Searchlight,Thriller,R,No Academy Awards Information
9237,http://www.boxofficemojo.com/movies/?id=onemissedcall.htm,One Missed Call,20000000.0,26890041.0,,4-Jan-08,1 hrs. 27 min.,Warner Bros.,Horror,PG-13,No Academy Awards Information
9241,http://www.boxofficemojo.com/movies/?id=onenightatmccools.htm,One Night at McCool's,18000000.0,6290673.0,,27-Apr-01,1 hrs. 33 min.,USA Films,Crime Comedy,R,No Academy Awards Information
9242,http://www.boxofficemojo.com/movies/?id=onenightwiththeking.htm,One Night with the King,20000000.0,13395961.0,,13-Oct-06,2 hrs. 3 min.,8X Entertainment,Period Drama,PG,No Academy Awards Information
9254,http://www.boxofficemojo.com/movies/?id=onegin.htm,Onegin,14000000.0,206128.0,,17-Dec-99,1 hrs. 46 min.,Samuel Goldwyn,Unknown,PG,No Academy Awards Information
9261,http://www.boxofficemojo.com/movies/?id=onlyloversleftalive.htm,Only Lovers Left Alive,7000000.0,1879534.0,,11-Apr-14,2 hrs. 3 min.,Sony Classics,Drama,R,No Academy Awards Information
9272,http://www.boxofficemojo.com/movies/?id=oogieloves.htm,Oogieloves In The BIG Balloon Adventure,20000000.0,1065907.0,,29-Aug-12,1 hrs. 23 min.,Kenn Viselman Presents,Family,G,No Academy Awards Information
9278,http://www.boxofficemojo.com/movies/?id=openrange.htm,Open Range,22000000.0,58331254.0,,15-Aug-03,2 hrs. 19 min.,Buena Vista,Western,R,No Academy Awards Information
9279,http://www.boxofficemojo.com/movies/?id=openseason06.htm,Open Season,85000000.0,85105259.0,,29-Sep-06,1 hrs. 40 min.,Sony / Columbia,Animation,PG,No Academy Awards Information
9282,http://www.boxofficemojo.com/movies/?id=openwater.htm,Open Water,500000.0,30610863.0,,6-Aug-04,1 hrs. 19 min.,Lions Gate,Horror,R,No Academy Awards Information
9307,http://www.boxofficemojo.com/movies/?id=originalsin.htm,Original Sin,42000000.0,16534221.0,,3-Aug-01,1 hrs. 56 min.,MGM,Romantic Thriller,R,No Academy Awards Information
9314,http://www.boxofficemojo.com/movies/?id=osama.htm,Osama,46000.0,1270904.0,,6-Feb-04,1 hrs. 22 min.,United Artists,Foreign,PG-13,No Academy Awards Information
9327,http://www.boxofficemojo.com/movies/?id=ouija.htm,Ouija,5000000.0,50856010.0,,24-Oct-14,1 hrs. 29 min.,Universal,Horror,PG-13,No Academy Awards Information
9328,http://www.boxofficemojo.com/movies/?id=blumhouse3.htm,Ouija: Origin of Evil,9000000.0,35144505.0,,21-Oct-16,1 hrs. 39 min.,Universal,Horror,PG-13,No Academy Awards Information
9330,http://www.boxofficemojo.com/movies/?id=ourbrandiscrisis20115.htm,Our Brand Is Crisis (2015),28000000.0,7002261.0,,30-Oct-15,1 hrs. 48 min.,Warner Bros.,Comedy / Drama,R,No Academy Awards Information
9334,http://www.boxofficemojo.com/movies/?id=ouridiotbrother.htm,Our Idiot Brother,5000000.0,24816118.0,,26-Aug-11,1 hrs. 30 min.,Weinstein Company,Comedy,R,No Academy Awards Information
9346,http://www.boxofficemojo.com/movies/?id=outcold.htm,Out Cold,24000000.0,13906394.0,,21-Nov-01,1 hrs. 29 min.,Buena Vista,Comedy,PG-13,No Academy Awards Information
9348,http://www.boxofficemojo.com/movies/?id=outforjustice.htm,Out for Justice,14000000.0,39673161.0,,12-Apr-91,1 hrs. 31 min.,Warner Bros.,Action,R,No Academy Awards Information
9355,http://www.boxofficemojo.com/movies/?id=outoftime.htm,Out of Time,50000000.0,41088845.0,,3-Oct-03,1 hrs. 45 min.,MGM,Crime Thriller,PG-13,No Academy Awards Information
9358,http://www.boxofficemojo.com/movies/?id=outofthefurnace.htm,Out of the Furnace,22000000.0,11330849.0,,4-Dec-13,1 hrs. 46 min.,Relativity,Thriller,R,No Academy Awards Information
9364,http://www.boxofficemojo.com/movies/?id=outfoxed.htm,Outfoxed: Rupert Murdoch's War on Journalism,200000.0,461572.0,,6-Aug-04,1 hrs. 17 min.,Cinema Libre Studio,Documentary,Unrated,No Academy Awards Information
9366,http://www.boxofficemojo.com/movies/?id=outlander.htm,Outlander,50000000.0,166003.0,,23-Jan-09,1 hrs. 55 min.,Third Rail Releasing,Sci-Fi Adventure,R,No Academy Awards Information
9370,http://www.boxofficemojo.com/movies/?id=outsideprovidence.htm,Outside Providence,7000000.0,7302522.0,,1-Sep-99,1 hrs. 36 min.,Miramax,Comedy,R,No Academy Awards Information
9382,http://www.boxofficemojo.com/movies/?id=owningmahowny.htm,Owning Mahowny,10000000.0,1011871.0,,2-May-03,1 hrs. 47 min.,Sony Classics,Crime Drama,R,No Academy Awards Information
9388,http://www.boxofficemojo.com/movies/?id=oz.htm,Oz The Great and Powerful,215000000.0,234911825.0,,8-Mar-13,2 hrs. 7 min.,Buena Vista,Adventure,PG,No Academy Awards Information
9392,http://www.boxofficemojo.com/movies/?id=psiloveyou.htm,P.S. I Love You,30000000.0,53695808.0,,21-Dec-07,2 hrs. 6 min.,Warner Bros.,Romance,PG-13,No Academy Awards Information
9398,http://www.boxofficemojo.com/movies/?id=greatestmovieeversold.htm,POM Wonderful Presents: The Greatest Movie Ever Sold,1800000.0,638476.0,,22-Apr-11,1 hrs. 30 min.,Sony Classics,Documentary,PG-13,No Academy Awards Information
9403,http://www.boxofficemojo.com/movies/?id=pacificrim.htm,Pacific Rim,190000000.0,101802906.0,,12-Jul-13,2 hrs. 11 min.,Warner Bros.,Sci-Fi Action,PG-13,No Academy Awards Information
9405,http://www.boxofficemojo.com/movies/?id=paddington.htm,Paddington,55000000.0,76271832.0,,16-Jan-15,1 hrs. 35 min.,Weinstein / Dimension,Family,PG,No Academy Awards Information
9409,http://www.boxofficemojo.com/movies/?id=painandgain.htm,Pain and Gain,26000000.0,49875291.0,,26-Apr-13,2 hrs. 9 min.,Paramount,Action,R,No Academy Awards Information
9420,http://www.boxofficemojo.com/movies/?id=pan.htm,Pan,150000000.0,35088320.0,,9-Oct-15,1 hrs. 51 min.,Warner Bros.,Fantasy,PG,No Academy Awards Information
9421,http://www.boxofficemojo.com/movies/?id=panslabyrinth.htm,Pan's Labyrinth,19000000.0,37634615.0,,29-Dec-06,1 hrs. 52 min.,Picturehouse,Foreign / Horror,R,"""Nominated for Six Oscars, Including Three Wins."""
9426,http://www.boxofficemojo.com/movies/?id=pandorum.htm,Pandorum,33000000.0,10330853.0,,25-Sep-09,1 hrs. 48 min.,Overture Films,Sci-Fi Horror,R,No Academy Awards Information
9427,http://www.boxofficemojo.com/movies/?id=panic.htm,Panic,1000000.0,779137.0,,1-Dec-00,1 hrs. 28 min.,Roxie,Crime Drama,R,No Academy Awards Information
9428,http://www.boxofficemojo.com/movies/?id=panicroom.htm,Panic Room,48000000.0,96397334.0,,29-Mar-02,1 hrs. 52 min.,Sony / Columbia,Thriller,R,No Academy Awards Information
9441,http://www.boxofficemojo.com/movies/?id=papertowns.htm,Paper Towns,12000000.0,32000304.0,,24-Jul-15,1 hrs. 49 min.,Fox,Drama,PG-13,No Academy Awards Information
9447,http://www.boxofficemojo.com/movies/?id=paranorman.htm,ParaNorman,60000000.0,56003051.0,,17-Aug-12,1 hrs. 33 min.,Focus Features,Animation,PG,Nominated for One Oscar.
9453,http://www.boxofficemojo.com/movies/?id=paradisenow.htm,Paradise Now,2000000.0,1457843.0,,28-Oct-05,1 hrs. 30 min.,Warner Independent,Foreign,PG-13,Nominated for One Oscar.
9459,http://www.boxofficemojo.com/movies/?id=paranoia.htm,Paranoia,35000000.0,7385015.0,,16-Aug-13,1 hrs. 55 min.,Relativity,Thriller,PG-13,No Academy Awards Information
9462,http://www.boxofficemojo.com/movies/?id=paranormalactivity.htm,Paranormal Activity,15000.0,107918810.0,,25-Sep-09,1 hrs. 39 min.,Paramount,Horror,R,No Academy Awards Information
9463,http://www.boxofficemojo.com/movies/?id=paranormalactivity2.htm,Paranormal Activity 2,3000000.0,84752907.0,,22-Oct-10,1 hrs. 31 min.,Paramount,Horror,R,No Academy Awards Information
9464,http://www.boxofficemojo.com/movies/?id=paranormalactivity3.htm,Paranormal Activity 3,5000000.0,104028807.0,,21-Oct-11,1 hrs. 21 min.,Paramount,Horror,R,No Academy Awards Information
9465,http://www.boxofficemojo.com/movies/?id=paranormalactivity4.htm,Paranormal Activity 4,5000000.0,53900335.0,,19-Oct-12,1 hrs. 35 min.,Paramount,Horror,R,No Academy Awards Information
9466,http://www.boxofficemojo.com/movies/?id=paranormalactivity2014.htm,Paranormal Activity: The Ghost Dimension,10000000.0,18300124.0,,23-Oct-15,1 hrs. 35 min.,Paramount,Horror,R,No Academy Awards Information
9467,http://www.boxofficemojo.com/movies/?id=paranormalactivity5.htm,Paranormal Activity: The Marked Ones,5000000.0,32462372.0,,3-Jan-14,1 hrs. 24 min.,Paramount,Horror,R,No Academy Awards Information
9470,http://www.boxofficemojo.com/movies/?id=parentalguidance.htm,Parental Guidance,25000000.0,77267296.0,,25-Dec-12,1 hrs. 44 min.,Fox,Comedy,PG,No Academy Awards Information
9472,http://www.boxofficemojo.com/movies/?id=parents.htm,Parents,3000000.0,870532.0,,27-Jan-89,1 hrs. 21 min.,Vestron,Horror Comedy,R,No Academy Awards Information
9480,http://www.boxofficemojo.com/movies/?id=parisisburning.htm,Paris is Burning,500000.0,3779620.0,,9-Aug-91,1 hrs. 11 min.,Miramax,Documentary,R,No Academy Awards Information
9484,http://www.boxofficemojo.com/movies/?id=parker.htm,Parker,35000000.0,17616641.0,,25-Jan-13,1 hrs. 58 min.,FilmDistrict,Action / Crime,R,No Academy Awards Information
9500,http://www.boxofficemojo.com/movies/?id=passengers2016.htm,Passengers (2016),110000000.0,100014092.0,,21-Dec-16,1 hrs. 56 min.,Sony / Columbia,Sci-Fi,PG-13,Nominated for Two Oscars.
9513,http://www.boxofficemojo.com/movies/?id=patchadams.htm,Patch Adams,90000000.0,135026902.0,,25-Dec-98,1 hrs. 55 min.,Universal,Comedy / Drama,PG-13,Nominated for One Oscar.
9517,http://www.boxofficemojo.com/movies/?id=pathfinder.htm,Pathfinder: Legend of the Ghost Warrior,45000000.0,10232081.0,,13-Apr-07,1 hrs. 28 min.,Fox,Period Adventure,R,No Academy Awards Information
9524,http://www.boxofficemojo.com/movies/?id=patriotgames.htm,Patriot Games,45000000.0,83351587.0,,5-Jun-92,1 hrs. 56 min.,Paramount,Action Thriller,R,No Academy Awards Information
9525,http://www.boxofficemojo.com/movies/?id=patriotsday.htm,Patriots Day,45000000.0,31886361.0,,21-Dec-16,2 hrs. 10 min.,Lionsgate,Drama,R,No Academy Awards Information
9528,http://www.boxofficemojo.com/movies/?id=patton.htm,Patton,12000000.0,61749765.0,,4-Feb-70,2 hrs. 50 min.,Fox,War,PG,No Academy Awards Information
9530,http://www.boxofficemojo.com/movies/?id=paul.htm,Paul,40000000.0,37412945.0,,18-Mar-11,1 hrs. 40 min.,Universal,Sci-Fi Comedy,R,No Academy Awards Information
9531,http://www.boxofficemojo.com/movies/?id=mallcop.htm,Paul Blart: Mall Cop,26000000.0,146336178.0,,16-Jan-09,1 hrs. 27 min.,Sony / Columbia,Comedy,PG,No Academy Awards Information
9532,http://www.boxofficemojo.com/movies/?id=paulblart2.htm,Paul Blart: Mall Cop 2,30000000.0,71038190.0,,17-Apr-15,1 hrs. 34 min.,Sony / Columbia,Comedy,PG,No Academy Awards Information
9538,http://www.boxofficemojo.com/movies/?id=paulie.htm,Paulie,23000000.0,26875268.0,,17-Apr-98,1 hrs. 32 min.,DreamWorks,Family,PG,No Academy Awards Information
9546,http://www.boxofficemojo.com/movies/?id=payitforward.htm,Pay It Forward,40000000.0,33519628.0,,20-Oct-00,2 hrs. 3 min.,Warner Bros.,Drama,PG-13,No Academy Awards Information
9547,http://www.boxofficemojo.com/movies/?id=payback.htm,Payback,90000000.0,81526121.0,,5-Feb-99,1 hrs. 41 min.,Paramount,Crime,R,No Academy Awards Information
9549,http://www.boxofficemojo.com/movies/?id=paycheck.htm,Paycheck,60000000.0,53790451.0,,25-Dec-03,1 hrs. 59 min.,Paramount,Sci-Fi Action,PG-13,No Academy Awards Information
9556,http://www.boxofficemojo.com/movies/?id=pearlharbor.htm,Pearl Harbor,140000000.0,198542554.0,,25-May-01,3 hrs. 3 min.,Buena Vista,War,PG-13,"""Nominated for Four Oscars, Including One Win."""
9568,http://www.boxofficemojo.com/movies/?id=penguinsofmadagascar.htm,Penguins of Madagascar,132000000.0,83350911.0,,26-Nov-14,1 hrs. 32 min.,Fox,Animation,PG,No Academy Awards Information
9574,http://www.boxofficemojo.com/movies/?id=peoplelikeus.htm,People Like Us,16000000.0,12434778.0,,29-Jun-12,1 hrs. 55 min.,Buena Vista,Drama,PG-13,No Academy Awards Information
9580,http://www.boxofficemojo.com/movies/?id=percyjackson.htm,Percy Jackson &amp; The Olympians: The Lightning Thief,95000000.0,88768303.0,,12-Feb-10,2 hrs. 0 min.,Fox,Fantasy,PG,No Academy Awards Information
9581,http://www.boxofficemojo.com/movies/?id=percyjackson2.htm,Percy Jackson: Sea of Monsters,90000000.0,68559554.0,,7-Aug-13,1 hrs. 46 min.,Fox,Fantasy,PG,No Academy Awards Information
9592,http://www.boxofficemojo.com/movies/?id=perfume.htm,Perfume - The Story of a Murderer,60000000.0,2223293.0,,27-Dec-06,2 hrs. 27 min.,Paramount (DreamWorks),Thriller,R,No Academy Awards Information
9611,http://www.boxofficemojo.com/movies/?id=petesdragon2016.htm,Pete's Dragon (2016),65000000.0,76233151.0,,12-Aug-16,1 hrs. 42 min.,Buena Vista,Family,PG,No Academy Awards Information
9614,http://www.boxofficemojo.com/movies/?id=peterpan03.htm,Peter Pan,100000000.0,48462608.0,,25-Dec-03,1 hrs. 53 min.,Universal,Family Adventure,PG,No Academy Awards Information
9620,http://www.boxofficemojo.com/movies/?id=petersfriends.htm,Peter's Friends,5000000.0,4058564.0,,25-Dec-92,1 hrs. 41 min.,Samuel Goldwyn,Comedy / Drama,R,No Academy Awards Information
9634,http://www.boxofficemojo.com/movies/?id=phatgirlz.htm,Phat Girlz,3000000.0,7061128.0,,7-Apr-06,1 hrs. 39 min.,Fox Searchlight,Comedy,PG-13,No Academy Awards Information
9639,http://www.boxofficemojo.com/movies/?id=philadelphia.htm,Philadelphia,26000000.0,77446440.0,,24-Dec-93,2 hrs. 5 min.,TriStar,Drama,PG-13,"""Nominated for Five Oscars, Including Two Wins."""
9640,http://www.boxofficemojo.com/movies/?id=philomena.htm,Philomena,12000000.0,37709979.0,,22-Nov-13,1 hrs. 35 min.,Weinstein Company,Drama,PG-13,Nominated for Four Oscars.
9648,http://www.boxofficemojo.com/movies/?id=phonebooth.htm,Phone Booth,13000000.0,46566212.0,,4-Apr-03,1 hrs. 21 min.,Fox,Thriller,R,No Academy Awards Information
9662,http://www.boxofficemojo.com/movies/?id=piecesofapril.htm,Pieces of April,300000.0,2528664.0,,17-Oct-03,1 hrs. 20 min.,United Artists,Comedy / Drama,PG-13,Nominated for One Oscar.
9672,http://www.boxofficemojo.com/movies/?id=pineappleexpress.htm,Pineapple Express,27000000.0,87341380.0,,6-Aug-08,1 hrs. 45 min.,Sony / Columbia,Action Comedy,R,No Academy Awards Information
9690,http://www.boxofficemojo.com/movies/?id=piranha3d.htm,Piranha 3D,24000000.0,25003155.0,,20-Aug-10,1 hrs. 29 min.,Weinstein / Dimension,Horror,R,No Academy Awards Information
9692,http://www.boxofficemojo.com/movies/?id=boatthatrocked.htm,Pirate Radio,50000000.0,8017917.0,,13-Nov-09,1 hrs. 55 min.,Focus Features,Comedy,R,No Academy Awards Information
9693,http://www.boxofficemojo.com/movies/?id=pirates.htm,Pirates (1986),40000000.0,1641825.0,,18-Jul-86,2 hrs. 4 min.,Cannon Films,Adventure Comedy,PG-13,Nominated for One Oscar.
9694,http://www.boxofficemojo.com/movies/?id=piratesofthecaribbean3.htm,Pirates of the Caribbean: At World's End,300000000.0,309420425.0,,25-May-07,2 hrs. 48 min.,Buena Vista,Period Adventure,PG-13,Nominated for Two Oscars.
9695,http://www.boxofficemojo.com/movies/?id=piratesofthecaribbean2.htm,Pirates of the Caribbean: Dead Man's Chest,225000000.0,423315812.0,,7-Jul-06,2 hrs. 31 min.,Buena Vista,Period Adventure,PG-13,"""Nominated for Four Oscars, Including One Win."""
9697,http://www.boxofficemojo.com/movies/?id=piratesofthecaribbean4.htm,Pirates of the Caribbean: On Stranger Tides,250000000.0,241071802.0,,20-May-11,2 hrs. 17 min.,Buena Vista,Period Adventure,PG-13,No Academy Awards Information
9698,http://www.boxofficemojo.com/movies/?id=piratesofthecaribbean.htm,Pirates of the Caribbean: The Curse of the Black Pearl,140000000.0,305413918.0,,9-Jul-03,2 hrs. 15 min.,Buena Vista,Period Adventure,PG-13,Nominated for Five Oscars.
9700,http://www.boxofficemojo.com/movies/?id=pitchblack.htm,Pitch Black,23000000.0,39240659.0,,18-Feb-00,1 hrs. 49 min.,USA Films,Sci-Fi Horror,R,No Academy Awards Information
9701,http://www.boxofficemojo.com/movies/?id=pitchperfect.htm,Pitch Perfect,17000000.0,65001093.0,,28-Sep-12,1 hrs. 52 min.,Universal,Comedy,PG-13,No Academy Awards Information
9702,http://www.boxofficemojo.com/movies/?id=pitchperfect2.htm,Pitch Perfect 2,29000000.0,184296230.0,,15-May-15,1 hrs. 55 min.,Universal,Comedy,PG-13,No Academy Awards Information
9705,http://www.boxofficemojo.com/movies/?id=pixels.htm,Pixels,88000000.0,78747585.0,,24-Jul-15,1 hrs. 45 min.,Sony / Columbia,Action Comedy,PG-13,No Academy Awards Information
9712,http://www.boxofficemojo.com/movies/?id=planes.htm,Planes,50000000.0,90288712.0,,9-Aug-13,1 hrs. 32 min.,Buena Vista,Animation,PG,No Academy Awards Information
9714,http://www.boxofficemojo.com/movies/?id=planes2.htm,Planes: Fire &amp; Rescue,50000000.0,59165787.0,,18-Jul-14,1 hrs. 23 min.,Buena Vista,Animation,PG,No Academy Awards Information
9715,http://www.boxofficemojo.com/movies/?id=planet51.htm,Planet 51,70000000.0,42194060.0,,20-Nov-09,1 hrs. 31 min.,Sony / Columbia,Animation,PG,No Academy Awards Information
9719,http://www.boxofficemojo.com/movies/?id=planetoftheapes01.htm,Planet of the Apes (2001),100000000.0,180011740.0,,27-Jul-01,1 hrs. 59 min.,Fox,Sci-Fi Action,PG-13,No Academy Awards Information
9721,http://www.boxofficemojo.com/movies/?id=platoon.htm,Platoon,6000000.0,138530565.0,,19-Dec-86,2 hrs. 0 min.,Orion Pictures,War,R,"""Nominated for Eight Oscars, Including Four Wins."""
9724,http://www.boxofficemojo.com/movies/?id=playittothebone.htm,Play It to the Bone,24000000.0,8434146.0,,25-Dec-99,2 hrs. 5 min.,Buena Vista,Sports Comedy,R,No Academy Awards Information
9730,http://www.boxofficemojo.com/movies/?id=playingbyheart.htm,Playing by Heart,20000000.0,3970078.0,,1-Jan-99,2 hrs. 1 min.,Miramax,Romance,R,No Academy Awards Information
9733,http://www.boxofficemojo.com/movies/?id=pleasantville.htm,Pleasantville,60000000.0,40584421.0,,23-Oct-98,2 hrs. 4 min.,New Line,Fantasy Drama,PG-13,Nominated for Three Oscars.
9734,http://www.boxofficemojo.com/movies/?id=pleasegive.htm,Please Give,3000000.0,4033574.0,,30-Apr-10,1 hrs. 30 min.,Sony Classics,Comedy / Drama,R,No Academy Awards Information
9747,http://www.boxofficemojo.com/movies/?id=pointbreak2015.htm,Point Break (2015),105000000.0,28782481.0,,25-Dec-15,1 hrs. 53 min.,Warner Bros.,Action,PG-13,No Academy Awards Information
9753,http://www.boxofficemojo.com/movies/?id=pokemon3.htm,Pokemon 3: The Movie,16000000.0,17052128.0,,6-Apr-01,1 hrs. 10 min.,Warner Bros.,Animation,G,No Academy Awards Information
9756,http://www.boxofficemojo.com/movies/?id=pokemon1.htm,Pokemon: The First Movie,30000000.0,85744662.0,,10-Nov-99,1 hrs. 36 min.,Warner Bros.,Animation,G,No Academy Awards Information
9757,http://www.boxofficemojo.com/movies/?id=pokemon2.htm,Pokemon: The Movie 2000,30000000.0,43758684.0,,21-Jul-00,1 hrs. 42 min.,Warner Bros.,Animation,G,No Academy Awards Information
9775,http://www.boxofficemojo.com/movies/?id=poltergeist2015.htm,Poltergeist (2015),35000000.0,47425125.0,,22-May-15,1 hrs. 33 min.,Fox,Horror,PG-13,No Academy Awards Information
9780,http://www.boxofficemojo.com/movies/?id=pompeii.htm,Pompeii,100000000.0,23219748.0,,21-Feb-14,1 hrs. 42 min.,TriStar,Action Drama,PG-13,No Academy Awards Information
9785,http://www.boxofficemojo.com/movies/?id=poohsheffalumpmovie.htm,Pooh's Heffalump Movie,20000000.0,18098433.0,,11-Feb-05,1 hrs. 8 min.,Buena Vista,Animation,G,No Academy Awards Information
9788,http://www.boxofficemojo.com/movies/?id=pootietang.htm,Pootie Tang,7000000.0,3313583.0,,29-Jun-01,1 hrs. 21 min.,Paramount,Comedy,PG-13,No Academy Awards Information
9804,http://www.boxofficemojo.com/movies/?id=poseidon.htm,Poseidon,160000000.0,60674817.0,,12-May-06,1 hrs. 39 min.,Warner Bros.,Action Drama,PG-13,Nominated for One Oscar.
9824,http://www.boxofficemojo.com/movies/?id=powerrangers16.htm,Power Rangers (2017),100000000.0,81464687.0,,24-Mar-17,2 hrs. 4 min.,Lionsgate,Action / Adventure,PG-13,No Academy Awards Information
9829,http://www.boxofficemojo.com/movies/?id=practicalmagic.htm,Practical Magic,75000000.0,46683377.0,,16-Oct-98,1 hrs. 44 min.,Warner Bros.,Romantic Comedy,PG-13,No Academy Awards Information
9836,http://www.boxofficemojo.com/movies/?id=preciouspush.htm,"""Precious: Based on the Novel """"Push"""" by Sapphire""",10000000.0,47566524.0,,6-Nov-09,1 hrs. 49 min.,Lionsgate,Drama,R,"""Nominated for Six Oscars, Including Two Wins."""
9837,http://www.boxofficemojo.com/movies/?id=predator.htm,Predator,15000000.0,59735548.0,,12-Jun-87,1 hrs. 47 min.,Fox,Action Horror,R,Nominated for One Oscar.
9840,http://www.boxofficemojo.com/movies/?id=predators.htm,Predators,40000000.0,52000688.0,,9-Jul-10,1 hrs. 47 min.,Fox,Sci-Fi Horror,R,No Academy Awards Information
9842,http://www.boxofficemojo.com/movies/?id=prefontaine.htm,Prefontaine,8000000.0,589304.0,,24-Jan-97,1 hrs. 46 min.,Buena Vista,Sports Drama,PG-13,No Academy Awards Information
9846,http://www.boxofficemojo.com/movies/?id=premiumrush.htm,Premium Rush,35000000.0,20275446.0,,24-Aug-12,1 hrs. 31 min.,Sony / Columbia,Action Thriller,PG-13,No Academy Awards Information
9847,http://www.boxofficemojo.com/movies/?id=premonition.htm,Premonition,20000000.0,47852604.0,,16-Mar-07,1 hrs. 50 min.,Sony / Columbia,Thriller,PG-13,No Academy Awards Information
9856,http://www.boxofficemojo.com/movies/?id=prettywoman.htm,Pretty Woman,14000000.0,178406268.0,,23-Mar-90,1 hrs. 59 min.,Buena Vista,Romantic Comedy,R,Nominated for One Oscar.
9860,http://www.boxofficemojo.com/movies/?id=priceofglory.htm,Price of Glory,18000000.0,3440228.0,,31-Mar-00,1 hrs. 57 min.,New Line,Sports Drama,PG-13,No Academy Awards Information
9865,http://www.boxofficemojo.com/movies/?id=prideandglory.htm,Pride &amp; Glory,30000000.0,15740721.0,,24-Oct-08,2 hrs. 5 min.,Warner Bros. (New Line),Crime Drama,R,No Academy Awards Information
9869,http://www.boxofficemojo.com/movies/?id=prideprejudicezombies.htm,Pride and Prejudice and Zombies,28000000.0,10938134.0,,5-Feb-16,1 hrs. 48 min.,Sony / Screen Gems,Comedy,PG-13,No Academy Awards Information
9870,http://www.boxofficemojo.com/movies/?id=priest07.htm,Priest,60000000.0,29136626.0,,13-May-11,1 hrs. 27 min.,Sony / Screen Gems,Action Horror,PG-13,No Academy Awards Information
9873,http://www.boxofficemojo.com/movies/?id=primarycolors.htm,Primary Colors,65000000.0,39001187.0,,20-Mar-98,2 hrs. 24 min.,Universal,Drama,R,Nominated for Two Oscars.
9874,http://www.boxofficemojo.com/movies/?id=prime.htm,Prime,22000000.0,22827153.0,,28-Oct-05,1 hrs. 45 min.,Universal,Comedy,PG-13,No Academy Awards Information
9875,http://www.boxofficemojo.com/movies/?id=primer.htm,Primer,7000.0,424760.0,,8-Oct-04,1 hrs. 17 min.,ThinkFilm,Unknown,PG-13,No Academy Awards Information
9882,http://www.boxofficemojo.com/movies/?id=princeofpersia.htm,Prince of Persia: The Sands of Time,200000000.0,90759676.0,,28-May-10,1 hrs. 55 min.,Buena Vista,Adventure,PG-13,No Academy Awards Information
9887,http://www.boxofficemojo.com/movies/?id=princesskaiulani.htm,Princess Kaiulani,9000000.0,883887.0,,14-May-10,1 hrs. 37 min.,Roadside Attractions,Drama,PG,No Academy Awards Information
9889,http://www.boxofficemojo.com/movies/?id=prison.htm,Prison,4000000.0,345704.0,,6-May-88,1 hrs. 42 min.,New World,Unknown,R,No Academy Awards Information
