index,key_bom,key_wiki,key_omdb,title,year,budget,gross,revenue,release_date,release_month,release_quarter,release_day_of_the_year,release_week_of_the_year,holiday_season,runtime,mpaa_rating,wiki_editing,wiki_studio,actor,director,writer,distributor,composer,cinematographer,producer
4136,b10682,w32811,o21403,santa claus: the movie,1985,3050000000.0,23700000.0,-0.9922295081967212,1985-11-27 00:00:00,11.0,4.0,331.0,47.0,1.0,108.0,2.0,[Peter Hollywood],,Dudley Moore|John Lithgow|David Huddleston|Burgess Meredith,Jeannot Szwarc,,TriStar,"""[Henry Mancini, Score, Leslie Bricusse, Lyrics]""",[Arthur Ibbetson],"""[Pierre Spengler, Ilya Salkind]"""
4137,,w32853,,saratoga ,,1100000.0,3300000.0,2.0,,,,,,,,,[Elmo Veron],[Metro-Goldwyn-Mayer],,,,,,,
4138,,w32854,o10340,saratoga trunk,1945,1750000.0,4250000.0,1.4285714285714286,2046-03-30 00:00:00,3.0,1.0,89.0,12.0,0.0,135.0,,[Ralph Dawson],[Warner Bros.],,,,,,,
4139,b10707,w32880,,satisfaction ,1988,13000000.0,8253123.0,-0.3651443846153846,1988-02-12 00:00:00,2.0,1.0,43.0,6.0,1.0,93.0,3.0,[Joel Goodman],,"""['Liam Neeson', 'Julia Roberts']""",,,Fox,[Michel Colombier],[Thomas Del Ruth],"""[Aaron Spelling, Alan Greisman]"""
4140,b10708,w32889,o14558,saturday night fever,1977,3500000.0,237100000.0,66.74285714285715,1977-12-16 00:00:00,12.0,4.0,350.0,50.0,0.0,118.0,4.0,[David Rawlins],[RSO Records],['John Travolta'],John Badham,,Paramount,"""[Barry Gibb, Maurice Gibb, Robin Gibb, David Shire]""",[Ralf D. Bode],['Kevin McCormick']
4141,b10713,w32900,o5450,sausage party,2016,19000000.0,140700000.0,6.405263157894738,2016-08-12 00:00:00,8.0,3.0,225.0,32.0,0.0,89.0,4.0,[Kevin Pavlovic],,"""['Seth Rogen', 'Kristen Wiig', 'Salma Hayek', 'Edward Norton', 'David Krumholtz ', 'Michael Cera', 'James Franco', 'Jonah Hill', 'Craig Robinson ', 'Bill Hader ', 'Paul Rudd', 'Danny McBride']""","""['Greg Tiernan', 'Conrad Vernon']""","""['Evan Goldberg', 'Seth Rogen']""",Sony / Columbia,['Alan Menken'],,"""['Megan Ellison', 'Evan Goldberg', 'Jonah Hill', 'Seth Rogen', 'Conrad Vernon']"""
4142,b10717,w32924,,savages (2012 film),2012,45000000.0,83000000.0,0.8444444444444444,2012-07-06 00:00:00,7.0,3.0,188.0,27.0,1.0,130.0,4.0,"""[Joe Hutshing, Stuart Levy, Alex Marquez]""","""[Relativity Media, Ixtlan Productions]""","""['Taylor Kitsch', 'Aaron Johnson', 'Blake Lively', 'Benicio Del Toro', 'Salma Hayek', 'John Travolta', 'Demian Bichir', 'Uma Thurman', 'Emile Hirsch', 'Joel David Moore*']""",['Oliver Stone'],"""['Shane Salerno', 'Oliver Stone', 'Don Winslow']""",Universal,[Adam Peters],[Dan Mindel],"""[Moritz Borman, Eric Copeloff]"""
4143,,w32932,o4478,save the tiger,1973,1000000.0,2300000.0,1.3,1973-02-14 00:00:00,2.0,1.0,45.0,6.0,1.0,100.0,4.0,[David Bretherton],[Filmways],,,,,,,
4144,b10724,w32939,o22106,saved!,2004,5000000.0,10156933.0,1.0313866,2004-05-28 00:00:00,5.0,2.0,149.0,21.0,1.0,92.0,3.0,[Pamela Martin],,"""['Jena Malone', 'Macaulay Culkin', 'Mandy Moore', 'Patrick Fugit', 'Martin Donovan']""",Brian Dannelly,,United Artists,['Christophe Beck'],[Bobby Bukowski],"""[Michael Ohoven, Sandy Stern, Michael Stipe, William Vince]"""
4145,,w32941,o10087,saving christmas,2014,500000.0,2800000.0,4.6,2014-11-14 00:00:00,11.0,4.0,318.0,45.0,1.0,79.0,2.0,[Postmill Factory],,,,,,,,
4146,b10729,w32948,o1192,saving mr. banks,2013,35000000.0,117900000.0,2.3685714285714288,2013-12-13 00:00:00,12.0,4.0,347.0,49.0,0.0,125.0,3.0,[Mark Livolsi],"""[Walt Disney Pictures, Ruby Films, Essential Media and Entertainment, BBC Films, Hopscotch Features]""","""['Emma Thompson', 'Tom Hanks', 'Colin Farrell', 'Ruth Wilson', 'Paul Giamatti', 'Bradley Whitford', 'Jason Schwartzman', 'Rachel Griffiths']""",['John Lee Hancock'],"""['Kelly Marcel', 'Sue Smith']""",Buena Vista,['Thomas Newman'],[John Schwartzman],"""[Alison Owen, Ian Collie, Philip Steuer]"""
4147,b10732,w32950,o13608,saving private ryan,1998,70000000.0,481800000.0,5.882857142857143,1998-07-24 00:00:00,7.0,3.0,205.0,29.0,0.0,169.0,4.0,[Michael Kahn],"""[Amblin Entertainment, Mutual Film Company]""","""['Tom Hanks', 'Tom Sizemore', 'Edward Burns', 'Barry Pepper', 'Adam Goldberg', 'Vin Diesel', 'Giovanni Ribisi', 'Jeremy Davies', 'Matt Damon', 'Ted Danson*', 'Paul Giamatti*', 'Dennis Farina*', 'Bryan Cranston*']""",['Steven Spielberg'],,DreamWorks,['John Williams'],[Janusz KaminÌski],"""['Ian Bryce', 'Mark Gordon', 'Allison Lyon Segan', 'Steven Spielberg']"""
4148,b10734,w32954,o20093,saving silverman,2001,22000000.0,26086706.0,0.18575936363636364,2001-02-09 00:00:00,2.0,1.0,40.0,5.0,0.0,90.0,3.0,[Debra Neil-Fisher],"""[Village Roadshow Pictures, Original Film]""","""['Jason Biggs', 'Amanda Peet', 'Jack Black', 'Steve Zahn']""",['Dennis Dugan'],,Sony / Columbia,[Mike Simpson],[Arthur Albert],"""['Bernie Goldmann', 'Neal H. Moritz']"""
4149,,w32957,,saw (2004 film),,1200000.0,103900000.0,85.58333333333333,,,,,,,,,[Kevin Greutert],"""[Evolution Entertainment, Twisted Pictures]""",,,,,,,
4150,b10738,w32964,,saw 3d,2010,17000000.0,136100000.0,7.005882352941176,2010-10-29 00:00:00,10.0,4.0,302.0,43.0,0.0,90.0,4.0,[Andrew Coutts],[Twisted Pictures],"""['Tobin Bell', 'Cary Elwes']""",,"""['Marcus Dunstan', 'Patrick Melton']""",Lionsgate,[Charlie Clouser],[Brian Gedge],"""['James Wan', 'Leigh Whannell']"""
4151,b10739,w32959,o18382,saw ii,2005,4000000.0,147700000.0,35.925,2005-10-28 00:00:00,10.0,4.0,301.0,43.0,0.0,93.0,4.0,[Kevin Greutert],[Twisted Pictures],Tobin Bell|Shawnee Smith|Donnie Wahlberg|Erik Knudsen,['Darren Lynn Bousman'],"""['Darren Lynn Bousman', 'Leigh Whannell']""",Lions Gate,[Charlie Clouser],[David A. Armstrong],"""['James Wan', 'Leigh Whannell']"""
4152,b10740,w32960,o20470,saw iii,2006,10000000.0,164800000.0,15.48,2006-10-27 00:00:00,10.0,4.0,300.0,43.0,0.0,108.0,4.0,[Kevin Greutert],[Twisted Pictures],Tobin Bell|Shawnee Smith|Angus Macfadyen|Bahar Soomekh,['Darren Lynn Bousman'],"""['James Wan', 'Leigh Whannell']""",Lionsgate,[Charlie Clouser],[David A. Armstrong],"""['James Wan', 'Leigh Whannell']"""
4153,b10741,w32961,o3915,saw iv,2007,10000000.0,139300000.0,12.93,2007-10-26 00:00:00,10.0,4.0,299.0,42.0,0.0,92.0,4.0,[Kevin Greutert],[Twisted Pictures],Tobin Bell|Costas Mandylor|Scott Patterson|Betsy Russell,['Darren Lynn Bousman'],"""['Marcus Dunstan', 'Patrick Melton']""",Lionsgate,[Charlie Clouser],[David Armstrong],"""['James Wan', 'Leigh Whannell']"""
4154,b10742,w32962,o16712,saw v,2008,10800000.0,113800000.0,9.537037037037038,2008-10-24 00:00:00,10.0,4.0,298.0,42.0,0.0,92.0,4.0,[Kevin Greutert],[Twisted Pictures],"""['Tobin Bell', 'Scott Patterson']""",['David Hackl'],"""['Marcus Dunstan', 'Patrick Melton']""",Lionsgate,[Charlie Clouser],[David Armstrong],"""['James Wan', 'Leigh Whannell']"""
4155,b10743,w32963,o18839,saw vi,2009,11000000.0,68200000.0,5.2,2009-10-23 00:00:00,10.0,4.0,296.0,42.0,0.0,,4.0,[Andrew Coutts],[Twisted Pictures],Tobin Bell|Costas Mandylor|Mark Rolston|Betsy Russell,Kevin Greutert,"""['Marcus Dunstan', 'Patrick Melton']""",Lionsgate,[Charlie Clouser],[David Armstrong],"""['James Wan', 'Leigh Whannell']"""
4156,b10745,w32972,o15922,say anything...,1989,16000000.0,21500000.0,0.34375,1989-04-14 00:00:00,4.0,2.0,104.0,15.0,0.0,100.0,3.0,[Richard Marks],[Gracie Films],['John Cusack'],['Cameron Crowe'],['Cameron Crowe'],Fox,"""[Anne Dudley, Richard Gibbs]""",[LaÌszloÌ KovaÌcs],[Polly Platt]
4157,b10746,w32977,,say it isn't so ,2001,25000000.0,12300000.0,-0.508,2001-03-23 00:00:00,3.0,1.0,82.0,11.0,0.0,95.0,4.0,[Larry Madaras],[Conundrum Entertainment],"""['Chris Klein', 'Heather Graham', 'Sally Field']""",,,Fox,[Mason Daring],[Mark Irwin],['Bradley Thomas']
4158,,w32984,,say uncle ,,650000.0,5203.0,-0.9919953846153846,,,,,,,,,,,,,,,,,
4159,,w32993,o14015,scandal at scourie,1953,1148000.0,1625000.0,0.4155052264808362,2053-05-17 00:00:00,5.0,2.0,137.0,19.0,0.0,90.0,,[Ferris Webster],[Metro-Goldwyn-Mayer],,,,,,,
4160,,w33006,,scaramouche (1952 film),,3005000.0,6746000.0,1.2449251247920132,,,,,,,,,[James Newcom],,,,,,,,
4161,b10753,w33021,,scarface (1983 film),1983,25000000.0,65900000.00000001,1.6360000000000003,1983-12-09 00:00:00,12.0,4.0,343.0,49.0,0.0,170.0,4.0,"""[Jerry Greenberg, David Ray]""",,"""['Al Pacino', 'Michelle Pfeiffer']""",['Brian De Palma'],,Universal,[Giorgio Moroder],[John A. Alonzo],[Martin Bregman]
4162,,w33047,o10341,scarlet street,1945,1202007.0,2948386.0,1.4528858816961965,2045-12-28 00:00:00,12.0,4.0,362.0,52.0,0.0,102.0,,[Arthur Hilton],"""[Walter Wanger Productions, Fritz Lang Productions, Diana Production Company]""",,,,,,,
4163,b10756,w33055,o10691,scary movie,2000,19000000.0,278000000.0,13.63157894736842,2000-07-07 00:00:00,7.0,3.0,189.0,27.0,1.0,88.0,4.0,[Mark Helfrich],,"""['Shawn Wayans', 'Marlon Wayans', 'Anna Faris', 'Regina Hall', 'Keenen Ivory Wayans*']""",['Keenen Ivory Wayans'],"""['Jason Friedberg', 'Aaron Seltzer']""",Miramax,['David Kitay'],[Francis Kenny],"""['Brad Grey', 'Lee R. Mayes', 'Peter Safran']"""
4164,b10757,w33057,o20095,scary movie 2,2001,45000000.0,141200000.0,2.137777777777778,2001-07-04 00:00:00,7.0,3.0,185.0,26.0,1.0,82.0,4.0,"""[Tom Nordberg, Richard Pearson, Peter Teschner]""",,"""['Shawn Wayans', 'Marlon Wayans', 'Anna Faris', 'Regina Hall']""",['Keenen Ivory Wayans'],"""['Jason Friedberg*', 'Aaron Seltzer*']""",Miramax,[],[Steven Bernstein],['Lee R. Mayes']
4165,b10758,w33056,o9780,scary movie 3,2003,48000000.0,220700000.0,3.597916666666667,2003-10-24 00:00:00,10.0,4.0,297.0,42.0,0.0,84.0,3.0,[Jon Poll],,"""['Kevin Hart', 'Anna Faris', 'Regina Hall', 'Charlie Sheen', 'Simon Rex', 'Anthony Anderson', 'Leslie Nielsen', 'Eddie Griffin* ', 'Queen Latifah*', 'Denise Richards*']""",['David Zucker'],"""['Jason Friedberg*', 'Craig Mazin', 'Aaron Seltzer*']""",Dimension Films,['James L. Venable'],[Mark Irwin],['Robert K. Weiss']
4166,,w33069,,scene of the crime (1949 film),,761000.0,1391000.0,0.8278580814717477,,,,,,,,,[Robert J. Kern],[Metro-Goldwyn-Mayer],,,,,,,
4167,b10763,w33072,o13818,scenes from a mall,1991,3000000.0,9563393.0,2.1877976666666665,1991-02-22 00:00:00,2.0,1.0,53.0,7.0,1.0,,4.0,[Stuart H. PappeÌ],[Touchstone Pictures],"""['Woody Allen', 'Bette Midler']""",Paul Mazursky,,Buena Vista,['Marc Shaiman'],[Fred Murphy],[Paul Mazursky]
4168,b10766,w33080,,scent of a woman (1992 film),1992,31000000.0,134100000.0,3.325806451612904,1992-12-23 00:00:00,12.0,4.0,358.0,51.0,1.0,156.0,4.0,"""[William Steinkamp, Michael Tronick, Harvey Rosenstock]""",[City Light Films],"""['Al Pacino', """"Chris O'Donnell"""", 'Philip Seymour Hoffman']""",['Martin Brest'],,Universal,['Thomas Newman'],[Donald E. Thorin],[Martin Brest]
4169,b10767,w33087,o19117,schindler's list,1993,22000000.0,321200000.0,13.6,1993-12-15 00:00:00,12.0,4.0,349.0,50.0,0.0,,4.0,[Michael Kahn],[Amblin Entertainment],"""['Liam Neeson', 'Ben Kingsley', 'Ralph Fiennes']""",['Steven Spielberg'],['Steven Zaillian'],Universal,['John Williams'],[Janusz KaminÌski],"""['Kathleen Kennedy', 'Gerald R. Molen', 'Steven Spielberg']"""
4170,b10769,w33090,o5178,schizopolis,1996,250000.0,10580.0,-0.95768,1997-04-09 00:00:00,4.0,2.0,99.0,14.0,0.0,,6.0,"""[Steven Soderbergh, Sarah Flack]""",,Miles Hardy,['Steven Soderbergh'],,Northern Arts,"""[Cliff Martinez, Steven Soderbergh]""",[Steven Soderbergh],"""[John Hardy, John Re]"""
4171,b10770,w33095,o11793,school daze,12-Feb,6500000.0,14545844.0,1.2378221538461538,1988-02-12 00:00:00,2.0,1.0,43.0,6.0,1.0,121.0,4.0,[Barry Alexander Brown],[40 Acres and a Mule Filmworks],"""['Laurence Fishburne', 'Samuel L. Jackson*']""",['Spike Lee'],,Columbia,[Bill Lee],[Ernest Dickerson],[Spike Lee]
4172,b10772,w33097,,school for scoundrels (2006 film),2006,35000000.0,23947685.0,-0.3157804285714286,2006-09-29 00:00:00,9.0,3.0,272.0,39.0,0.0,,3.0,"""[Leslie Jones, Dan Schalk]""",[Media Talent Group],"""['Billy Bob Thornton', 'Jon Heder', 'Jacinda Barrett', 'Luis Guzman', 'Michael Clarke Duncan', 'Dan Fogler', 'Ben Stiller', 'Aziz Ansari*']""",['Todd Phillips'],['Scot Armstrong'],MGM (Weinstein),['Christophe Beck'],[Jonathan Brown],"""['Scott Budnick', 'Craig Mazin', 'Todd Phillips']"""
4173,b10774,w33100,o9781,school of rock,2003,35000000.0,131300000.0,2.751428571428572,2003-10-03 00:00:00,10.0,4.0,276.0,39.0,0.0,109.0,3.0,[Sandra Adair],[Scott Rudin Productions],['Jack Black'],['Richard Linklater'],['Mike White'],Paramount,['Craig Wedren'],['Rogier Stoffers'],"""['Scott Aversano', 'Scott Rudin']"""
4174,b10779,w33109,,scooby-doo ,2002,84000000.0,275700000.0,2.282142857142857,2002-06-14 00:00:00,6.0,2.0,165.0,23.0,0.0,86.0,2.0,[Kent Beyda],"""[Mosaic Media Group, Atlas Entertainment]""","""['Sarah Michelle Gellar', 'Matthew Lillard', 'Linda Cardellini', 'Rowan Atkinson', 'Isla Fisher']""",['Raja Gosnell'],['James Gunn'],Warner Bros.,[David Newman],['David Eggby'],['Charles Roven']
4175,b10780,w33110,o22108,scooby-doo 2: monsters unleashed,2004,25000000.0,181500000.0,6.26,2004-03-26 00:00:00,3.0,1.0,86.0,12.0,0.0,93.0,2.0,[Kent Beyda],[Mosaic Media Group],"""['Sarah Michelle Gellar', 'Matthew Lillard', 'Seth Green', 'Alicia Silverstone']""",['Raja Gosnell'],['James Gunn'],Warner Bros.,[David Newman],['Oliver Wood'],['Charles Roven']
4176,b10785,w33154,o8134,scott pilgrim vs. the world,2010,8590000000.0,47700000.0,-0.9944470314318976,2010-08-13 00:00:00,8.0,3.0,225.0,32.0,0.0,112.0,3.0,"""[Jonathan Amos, Paul Machliss]""",[Big Talk Films],"""['Michael Cera', 'Mary Elizabeth Winstead', 'Kieran Culkin', 'Chris Evans', 'Brandon Routh*', 'Jason Schwartzman', 'Anna Kendrick', 'Aubrey Plaza', 'Alison Pill', 'Ellen Wong']""",['Edgar Wright'],"""['Michael Bacall', 'Edgar Wright']""",Universal,[Nigel Godrich],[Bill Pope],"""['J. Miles Dale', 'Marc Platt']"""
4177,b10787,w33161,o8982,scouts guide to the zombie apocalypse,2015,24000000.0,14900000.0,-0.37916666666666665,2015-10-30 00:00:00,10.0,4.0,303.0,43.0,0.0,92.0,4.0,[Jim Page],[Broken Road Productions],"""['Tye Sheridan', 'Patrick Schwarzenegger']""",['Christopher B. Landon'],,Paramount,[Matthew Margeson],[Brandon Trost],"""[Todd Garner, Andy Fickman]"""
4178,,w33177,,scream (1996 film),,14000000.0,173000000.0,11.357142857142858,,,,,,,,,[Patrick Lussier],[Woods Entertainment],,,,,,,
4179,,w33176,,scream (franchise),,119000000.0,604382926.0,4.078848117647058,,,,,,,,,,"""[Woods Entertainment, Konrad Pictures, Corvus Corvax, Outerbanks Entertainment]""",,,,,,,
4180,b10790,w33178,o6489,scream 2,1997,24000000.0,172400000.0,6.183333333333334,1997-12-12 00:00:00,12.0,4.0,346.0,49.0,0.0,120.0,4.0,[Patrick Lussier],,"""['David Arquette', 'Neve Campbell', 'Courteney Cox', 'Sarah Michelle Gellar', 'Jamie Kennedy', """"Jerry O'Connell"""", 'Timothy Olyphant', 'Liev Schreiber', 'Omar Epps', 'Luke Wilson*']""",['Wes Craven'],['Kevin Williamson'],Dimension Films,['Marco Beltrami'],['Peter Deming'],['Cathy Konrad']
4181,b10791,w33179,o10692,scream 3,2000,40000000.0,161800000.0,3.045,2000-02-04 00:00:00,2.0,1.0,35.0,5.0,0.0,117.0,4.0,[Patrick Lussier],,"""['David Arquette', 'Neve Campbell', 'Courteney Cox', 'Patrick Dempsey', 'Parker Posey', 'Scott Foley', 'Emily Mortimer', 'Lance Henriksen', 'Jenny McCarthy', 'Patrick Warburton', 'Liev Schreiber', 'Jamie Kennedy', 'Carrie Fisher*']""",['Wes Craven'],['Ehren Kruger'],Dimension Films,['Marco Beltrami'],['Peter Deming'],['Cathy Konrad']
4182,b10792,w33180,o2650,scream 4,2011,40000000.0,97100000.0,1.4275,2011-04-15 00:00:00,4.0,2.0,105.0,15.0,0.0,111.0,4.0,[Peter McNulty],"""[Corvus Corax Productions, Outerbanks Entertainment, The Weinstein Company]""","""['David Arquette', 'Neve Campbell', 'Courteney Cox', 'Emma Roberts', 'Hayden Panettiere', 'Anthony Anderson', 'Alison Brie', 'Adam Brody', 'Rory Culkin', 'Mary McDonnell*', 'Marley Shelton*', 'Kristen Bell*', 'Aimee Teegarden*', 'Anna Paquin*']""",['Wes Craven'],['Kevin Williamson'],Weinstein / Dimension,['Marco Beltrami'],[Peter Deming],"""['Wes Craven', 'Ehren Kruger', 'Ron Schmidt']"""
4183,,w33191,,screamers (1995 film),,20000000.0,5711695.0,-0.71441525,,,,,,,,,[Yves Langlois],[Triumph Films],,,,,,,
4184,b10800,w33211,o11795,scrooged,1988,32000000.0,60300000.0,0.884375,1988-11-23 00:00:00,11.0,4.0,328.0,47.0,1.0,101.0,3.0,"""[Fredric Steinkamp, William Steinkamp]""",[Mirage Productions],['Bill Murray'],['Richard Donner'],,Paramount,['Danny Elfman'],['Michael Chapman'],"""[Richard Donner, Art Linson]"""
4185,,w33214,o15433,scudda hoo! scudda hay!,1948,2000000.0,2000000.0,0.0,2048-09-27 00:00:00,9.0,3.0,271.0,39.0,0.0,95.0,,[Harmon Jones],[20th Century Fox],,,,,,,
4186,,w33223,,sea devils (1937 film),,477000.0,940000.0,0.9706498951781972,,,,,,,,,[Arthur Roberts],[RKO Radio Pictures],,,,,,,
4187,b10806,w33250,,seabiscuit ,2003,87000000.0,148300000.0,0.7045977011494253,2003-07-25 00:00:00,7.0,3.0,206.0,29.0,0.0,141.0,3.0,[William Goldenberg],"""[Spyglass Entertainment, The Kennedy/Marshall Company]""","""['Tobey Maguire', 'Jeff Bridges', 'Chris Cooper', 'Elizabeth Banks', 'William H. Macy']""",['Gary Ross'],['Gary Ross'],Universal,['Randy Newman'],[John Schwartzman],"""['Gary Barber', 'Roger Birnbaum', 'Robin Bissell', 'Kathleen Kennedy', 'Frank Marshall']"""
4188,b10809,w33261,,search and destroy ,1995,4000000.0,389503.0,-0.90262425,1995-04-28 00:00:00,4.0,2.0,118.0,17.0,0.0,90.0,4.0,"""[Lawrence Blume, Michelle Gorchow]""",,"""['Ethan Hawke', 'Christopher Walken']""",,,October,['Elmer Bernstein'],"""[Bobby Bukowski, Michael Spiller]""",['Martin Scorsese']
4189,b10814,w33290,,season of the witch (2011 film),2011,40000000.0,91600000.0,1.29,2011-01-07 00:00:00,1.0,1.0,7.0,1.0,1.0,98.0,3.0,"""[Mark Helfrich, Dan Zimmerman]""",[Atlas Entertainment],"""['Nicolas Cage', 'Ron Perlman', 'Stephen Graham', 'Claire Foy', 'Christopher Lee']""",['Dominic Sena'],['Bragi Schut'],Relativity,['Atli Orvarsson'],[Amir Mokri],"""['Ryan Kavanaugh', 'Tucker Tooley']"""
4190,,w33325,,second wife (1936 film),,68000.0,197000.0,1.897058823529412,,,,,,,,,[],,,,,,,,
4191,b10820,w33329,o9782,secondhand lions,2003,30000000.0,76000000.0,1.5333333333333334,2003-09-19 00:00:00,9.0,3.0,262.0,37.0,0.0,111.0,2.0,[David Moritz],,"""['Michael Caine', 'Robert Duvall', 'Haley Joel Osment', 'Josh Lucas']""",Tim McCanlies,['Tim McCanlies'],New Line,['Patrick Doyle'],[Jack N. Green],"""[David Kirschner, Scott Ross, Corey Sienega]"""
4192,,w33361,o8983,secret in their eyes,2015,19500000.0,32200000.000000004,0.6512820512820515,2015-11-20 00:00:00,11.0,4.0,324.0,46.0,1.0,111.0,3.0,[Jim Page],,,,,,,,
4193,b10826,w33418,o22109,secret window,2004,40000000.0,92900000.0,1.3225,2004-03-12 00:00:00,3.0,1.0,72.0,10.0,0.0,96.0,3.0,[Jill Savitt],,"""['Johnny Depp', 'Maria Bello']""",['David Koepp'],['David Koepp'],Sony / Columbia,"""['Philip Glass', 'Geoff Zanelli']""",[Fred Murphy],['Gavin Polone']
4194,b10827,w33421,,secretariat ,2010,35000000.0,60300000.0,0.7228571428571429,2010-10-08 00:00:00,10.0,4.0,281.0,40.0,1.0,123.0,2.0,[John Wright],"""[Walt Disney Pictures, Mayhem Pictures]""","""['Diane Lane', 'John Malkovich', 'Scott Glenn', 'James Cromwell']""",['Randall Wallace'],,Buena Vista,[],[Dean Semler],['Bill Johnson']
4195,,w33422,,secretary (2002 film),,4000000.0,9300000.0,1.325,,,,,,,,,[Pam Wise],"""[Twopoundbag Productions, Double A Films, SloughPond Co.]""",,,,,,,
4196,,w33462,,see no evil (2006 film),,8000000.0,18600000.0,1.325,,,,,,,,,[Scott Richter],[WWE Studios],,,,,,,
4197,b10838,w33472,o22110,seed of chucky,12-Nov,12000000.0,24800000.0,1.0666666666666669,2004-11-12 00:00:00,11.0,4.0,317.0,45.0,1.0,86.0,4.0,[Chris Dickens],[La Sienega Productions],Brad Dourif|Jennifer Tilly|Billy Boyd|Redman,Don Mancini,,Rogue Pictures,[Pino Donaggio],[Vernon Layton],"""[David Kirschner, Corey Sienega]"""
4198,b10843,w33488,o3501,seeking a friend for the end of the world,2012,10000000.0,9600000.0,-0.04,2012-06-22 00:00:00,6.0,2.0,174.0,25.0,0.0,101.0,4.0,[Zene Baker],"""[Mandate Pictures, Indian Paintbrush, Anonymous Content]""","""['Steve Carell', 'Keira Knightley', 'Patton Oswalt', 'Rob Corddry', 'Adam Brody', 'Derek Luke', 'Connie Britton', 'Melanie Lynskey', 'Martin Sheen*', 'William L. Petersen*']""",['Lorene Scafaria'],['Lorene Scafaria'],Focus Features,"""['Jonathan Sadoff', 'Rob Simonsen']""",[Tim Orr],"""['Steve Golin', 'Joy Gorman', 'Steven M. Rales', 'Mark Roybal']"""
4199,b10842,w33489,o2655,seeking justice,2011,30000000.0,12355798.0,-0.5881400666666666,2012-03-16 00:00:00,3.0,1.0,76.0,11.0,0.0,105.0,4.0,[Jay Cassidy],"""[Endgame Entertainment Company, The Aura Film Partnership, Maguire Entertainment, Endgame Entertainment, Fierce Entertainment, Ram Bergman Productions, Material Pictures]""","""['Nicolas Cage', 'January Jones', 'Guy Pearce']""",['Roger Donaldson'],,Anchor Bay Films,[Owais Naeem],[David Tattersall],"""['Ram Bergman', 'James D. Stern']"""
4200,b10845,w33494,,selena ,1997,20000000.0,35500000.0,0.775,1997-03-21 00:00:00,3.0,1.0,80.0,11.0,0.0,127.0,2.0,[Nancy Richardson],[Q-Productions],['Jennifer Lopez'],['Gregory Nava'],,Warner Bros.,[Dave Grusin],['Edward Lachman'],
4201,b10850,w33510,o16713,semi-pro,2008,55000000.0,43884904.0,-0.20209265454545453,2008-02-29 00:00:00,2.0,1.0,60.0,8.0,0.0,92.0,4.0,"""[Debra Neil-Fisher, Peter Teschner]""","""[Mosaic Media Group, The Donner's Company]""","""['Will Ferrell', 'Woody Harrelson', 'Andre Benjamin', 'Jackie Earle Haley', 'Jason Sudeikis*', 'Kristen Wiig*', 'Ed Helms*']""",Kent Alterman,['Scot Armstrong'],New Line,['Theodore Shapiro'],[Shane Hurlbut],[Jimmy Miller]
4202,b10855,w33527,,sense and sensibility ,1995,16000000.0,134993774.0,7.437110875,1995-12-15 00:00:00,12.0,4.0,349.0,50.0,0.0,136.0,2.0,[Tim Squyres],"""[Columbia Pictures, Mirage Enterprises]""","""['Emma Thompson', 'Alan Rickman', 'Kate Winslet', 'Hugh Grant', 'Imelda Staunton*', 'Tom Wilkinson*', 'Hugh Laurie*']""",['Ang Lee'],,Sony / Columbia,['Patrick Doyle'],[Michael Coulter],['Sydney Pollack']
4203,b10856,w33531,o13611,senseless,1998,15000000.0,12874899.0,-0.1416734,1998-02-20 00:00:00,2.0,1.0,51.0,7.0,1.0,93.0,4.0,[Ross Albert],"""[Dimension Films, Mandeville Films, Gold/Miller Productions]""","""['Marlon Wayans', 'David Spade', 'Matthew Lillard']""",Penelope Spheeris,['Craig Mazin'],Dimension Films,[Boris Blank],['Daryn Okada'],"""['Don Carmody', 'David Hoberman']"""
4204,b10864,w33547,o3918,september dawn,2007,11000000.0,1066555.0,-0.9030404545454546,2007-08-24 00:00:00,8.0,3.0,236.0,33.0,0.0,111.0,4.0,[Jack Hofstra],[Voice Pictures],"""['Jon Voight', 'Trent Ford', 'Tamara Hope', 'Lolita Davidovich', 'Dean Cain', 'Terence Stamp']""",Christopher Cain,,Slowhand Cinema,['William Ross'],[Juan Ruiz-Anchia],"""[Christopher Cain, Scott Duthie, Kevin Matossian]"""
