key_bom,key_wiki,key_omdb,wiki_budget,wiki_gross,bom_budget,bom_domestic_gross,title,year,budget,gross
b448,w30045,,10000000.0,26000000.0,,0.0,a prairie home companion ,2006,10000000.0,26000000.0
b3276,w9099,o11712,14000000.0,34700000.0,,0.0,dangerous liaisons,1988,14000000.0,34700000.0
b9729,w29678,,12000000.0,4166918.0,,0.0,playing god ,1997,12000000.0,4166918.0
b13831,w22784,o16798,23000000.0,11767866.0,,0.0,the longshots,22-Aug,23000000.0,11767866.0
b13131,w13968,,2000000.0,16613.0,,0.0,the freebie ,2010,2000000.0,16613.0
b7568,w22797,o15902,7500000.0,297000000.0,,0.0,look who's talking,1989,7500000.0,297000000.0
b2024,w4732,,25000000.0,4400000.0,,0.0,bogus ,1996,25000000.0,4400000.0
b3461,w9787,o13524,45000000.0,11200000.0,,0.0,deep rising,1998,45000000.0,11200000.0
b13719,w21615,,5500000.0,1800000.0,,0.0,the last tycoon (1976 film),1976,5500000.0,1800000.0
b4187,w11900,,60000000.0,26700000.0,,0.0,event horizon ,1997,60000000.0,26700000.0
b5349,w15927,,35000000.0,101800000.0,,0.0,guess who ,2005,35000000.0,101800000.0
b9795,w29909,o11048,25000000.0,105000000.0,,0.0,porky's,1981,25000000.0,105000000.0
b5764,w17349,,19000000.0,12900000.0,,0.0,highlander ,1986,19000000.0,12900000.0
b13295,w15730,o10529,5000000.0,20642922.0,,0.0,the great waldo pepper,1975,5000000.0,20642922.0
b9746,w29760,o13806,24000000.0,83500000.0,,0.0,point break,1991,24000000.0,83500000.0
b5369,w16022,,1915000.0,2807000.0,,0.0,gunga din ,1939,1915000.0,2807000.0
b6082,w18563,,7000000.0,1430000.0,,0.0,i hope they serve beer in hell ,2009,7000000.0,1430000.0
b6035,w18445,o7504,20000000.0,10555619.0,,0.0,husbands and wives,1992,20000000.0,10555619.0
b81,w344,,37000000.0,5979011.0,,0.0,1969,1988,37000000.0,5979011.0
b11640,w36076,,25000000.0,10700000.0,,0.0,stay tuned ,1992,25000000.0,10700000.0
b11612,w36018,,24000000.0,28700000.0,,0.0,starman ,1984,24000000.0,28700000.0
b4642,w13496,,2000000.0,900000.0,,0.0,fool for love ,1985,2000000.0,900000.0
b8902,w27124,o20420,750000.0,1553837.0,,0.0,night of the living dead 3d,2006,750000.0,1553837.0
b6462,w19660,o9997,2000000.0,20600000.0,,0.0,it follows,2014,2000000.0,20600000.0
b16012,w40472,,2500000.0,7300000.0,,0.0,vertigo ,1958,2500000.0,7300000.0
b7192,w21426,,20000000.0,17513452.0,,0.0,lassiter ,1984,20000000.0,17513452.0
b706,w877,o6364,3000000.0,27771629.0,,0.0,air bud,1-Aug,3000000.0,27771629.0
b10897,w33651,,70000000.0,131500000.0,,0.0,seven years in tibet (1997 film),1997,70000000.0,131500000.0
b2527,w6537,o15828,22500000.0,18671317.0,,0.0,casualties of war,1989,22500000.0,18671317.0
b1296,w2398,o14968,31000000.0,52100000.0,,0.0,awakenings,1990,31000000.0,52100000.0
b1080,w1778,,4500000.0,1036818.0,,0.0,another day in paradise ,1998,4500000.0,1036818.0
b8123,w24631,o13576,24000000.0,4400000.0,,0.0,meet the deedles,1998,24000000.0,4400000.0
b14452,w31508,,2000000.0,2300000.0,,0.0,the resurrection of gavin stone,2017,2000000.0,2300000.0
b6401,w19438,,15000000.0,56300000.0,,0.0,into the wild ,2007,15000000.0,56300000.0
b10512,w32263,,55000000.0,70697479.0,,0.0,ronin ,1998,55000000.0,70697479.0
b3980,w11457,o11887,493000.0,760000.0,,0.0,edge of the city,1957,493000.0,760000.0
b13024,w12324,,19000000.0,4750000.0,,0.0,the fall of the roman empire ,1964,19000000.0,4750000.0
b871,w1335,o1317,5000000.0,548696.0,,0.0,amazon women on the moon,1987,5000000.0,548696.0
b11825,w36678,,3000000.0,6375000.0,,0.0,"""""""suddenly, last summer """"""",1959,3000000.0,6375000.0
b4662,w13562,,841000.0,4371000.0,,0.0,for me and my gal ,1942,841000.0,4371000.0
b15565,w39376,,7000001100000.0,5500000.0,,0.0,troll ,1986,7000001100000.0,5500000.0
b10548,w32419,o19115,800000.0,1001437.0,,0.0,ruby in paradise,1993,800000.0,1001437.0
b10753,w33021,,25000000.0,65900000.00000001,,0.0,scarface (1983 film),1983,25000000.0,65900000.00000001
b10057,w30810,o16694,12000000.0,17500000.0,,0.0,rachel getting married,2008,12000000.0,17500000.0
b12206,w37837,,7000000.0,20473.0,,0.0,that night,1992,7000000.0,20473.0
b9879,w30216,o1177,725000.0,442313.0,,0.0,prince avalanche,2013,725000.0,442313.0
b9569,w29131,o21747,365000.0,3178542.0,,0.0,penitentiary ii,1982,365000.0,3178542.0
b8451,w25727,,239000.0,582000.0,,0.0,morning glory (1933 film),1933,239000.0,582000.0
b1247,w2260,,5000000.0,851690.0,,0.0,atlas shrugged part iii: who is john galt?,2014,5000000.0,851690.0
b981,w1442,,2724000.0,6981000.0,,0.0,an american in paris ,1951,2724000.0,6981000.0
b12413,w3038,o9801,1000000.0,280351.0,,0.0,the battle of shaker heights,2003,1000000.0,280351.0
b13827,w22776,,7750000.0,50100000.0,,0.0,the longest day ,1962,7750000.0,50100000.0
b1484,w2969,,958000.0,3117000.0,,0.0,bataan ,1943,958000.0,3117000.0
b8349,w25457,o11040,8000000.0,26154211.0,,0.0,modern problems,1981,8000000.0,26154211.0
b15943,w40273,o7593,16000000.0,18000000.0,,0.0,used people,1992,16000000.0,18000000.0
b10505,w32253,,17000000.0,3000000.0,,0.0,romeo & juliet (2013 film),2013,17000000.0,3000000.0
b1442,w2781,o18588,20000000.0,12225023.0,,0.0,bandslam,2009,20000000.0,12225023.0
b5398,w16129,,75000000.0,202500000.0,,0.0,hairspray (2007 film),2007,75000000.0,202500000.0
b7604,w22875,o20705,17000000.0,7600000.0,,0.0,losing isaiah,1995,17000000.0,7600000.0
b6403,w19442,o9726,60000000.0,120200000.0,,0.0,intolerable cruelty,2003,60000000.0,120200000.0
b7740,w23325,o20390,27000000.0,56300000.0,,0.0,lucky number slevin,2006,27000000.0,56300000.0
b588,w458,o2246,6500000.0,16192320.0,,0.0,above the rim,1994,6500000.0,16192320.0
b10194,w31200,o11786,29000000.0,34994648.0,,0.0,red heat,14-Jun,29000000.0,34994648.0
b4609,w13353,,7000000.0,14702438.0,,0.0,flirting with disaster ,1996,7000000.0,14702438.0
b11126,w34369,,23000000.0,32192570.0,,0.0,silverado ,1985,23000000.0,32192570.0
b10027,w30760,,400000.0,2500000.0,,0.0,quinceanÃÂera ,2006,400000.0,2500000.0
b15060,w41972,o17683,6000000.0,11138641.0,,0.0,the wild bunch,1969,6000000.0,11138641.0
b5634,w16857,o2080,8000000.0,4705631.0,,0.0,held up,1999,8000000.0,4705631.0
b6523,w19844,o15888,6000000.0,2049769.0,,0.0,jacknife,1989,6000000.0,2049769.0
b3665,w10419,o13527,15000000.0,17514980.0,,0.0,disturbing behavior,24-Jul,15000000.0,17514980.0
b14234,w29169,o5221,35000000.0,20300000.0,,0.0,the people vs. larry flynt,1996,35000000.0,20300000.0
b11274,w34916,o14563,4300000.0,300000000.0,,0.0,smokey and the bandit,1977,4300000.0,300000000.0
b6839,w20597,o20371,5000000.0,4409373.0,,0.0,keeping up with the steins,2006,5000000.0,4409373.0
b14735,w36459,o23234,1771000.0,4488000.0,,0.0,the stratton story,1949,1771000.0,4488000.0
b472,w33582,o18544,7000000.0,31400000.0,,0.0,a serious man,2009,7000000.0,31400000.0
b4517,w13005,o15008,22000000.0,14760451.0,,0.0,fire birds,1990,22000000.0,14760451.0
b7302,w21850,,5000000.0,200393.0,,0.0,legendary ,2010,5000000.0,200393.0
b1429,w2749,o10578,10000000.0,2463650.0,,0.0,bamboozled,2000,10000000.0,2463650.0
b16137,w40813,,15000000.0,7900000.0,,0.0,walk of shame ,2014,15000000.0,7900000.0
b11443,w35491,o16342,1000000.0,127641149.0,,0.0,space station 3d,2002,1000000.0,127641149.0
b7709,w23227,,12000000.0,1600000.0,,0.0,lovelace ,2013,12000000.0,1600000.0
b4471,w12805,o5362,5000000.0,22200000.0,,0.0,fifty shades of black,2016,5000000.0,22200000.0
b5399,w16143,o13545,8000000.0,17500000.0,,0.0,half baked,1998,8000000.0,17500000.0
b6647,w20140,o15028,25000000.0,39400000.0,,0.0,joe versus the volcano,1990,25000000.0,39400000.0
b2104,w5062,o20247,500000.0,220409.0,,0.0,boy culture,2006,500000.0,220409.0
b1375,w2626,,,9797098.0,,0.0,bad dreams ,1988,,9797098.0
b957,w1572,o19032,17000000.0,9700000.0,,0.0,amos & andrew,1993,17000000.0,9700000.0
b11026,w34067,,5000000.0,16600000.000000002,,0.0,shocker ,1989,5000000.0,16600000.000000002
b7863,w23708,o2321,25000000.0,30626182.0,,0.0,major league ii,1994,25000000.0,30626182.0
b6409,w19460,o15181,416911.0,3000000.0,,0.0,invasion of the body snatchers,1956,416911.0,3000000.0
b16492,w42000,o4054,60000000.0,253600000.0,,0.0,wild hogs,2007,60000000.0,253600000.0
b8388,w25554,o11767,7000000.0,5300000.0,,0.0,monkey shines,1988,7000000.0,5300000.0
b7788,w23502,o19096,19000000.0,10688490.0,,0.0,mad dog and glory,5-Mar,19000000.0,10688490.0
b4788,w13984,o8869,7000000.0,1732228.0,,0.0,freeheld,2015,7000000.0,1732228.0
b4330,w12346,o19063,25000000.0,40900000.0,,0.0,falling down,26-Feb,25000000.0,40900000.0
b3423,w9706,o21342,910000000.0,16116878.0,,0.0,death wish 3,1-Nov,910000000.0,16116878.0
b12992,w11990,,4600000.0,13100000.0,,0.0,the evil that men do ,1984,4600000.0,13100000.0
b10187,w31180,o6483,48000000.0,22415440.0,,0.0,red corner,1997,48000000.0,22415440.0
b12789,w8664,o20760,9000000.0,868979.0,,0.0,the crossing guard,1995,9000000.0,868979.0
b6699,w20290,,25000000.0,31158113.0,,0.0,joyful noise ,2012,25000000.0,31158113.0
b900,w1415,o3043,4800000.0,22743674.0,,0.0,american gigolo,8-Feb,4800000.0,22743674.0
b13006,w12115,,7000000.0,457867.0,,0.0,the extra man ,2010,7000000.0,457867.0
b3787,w10910,o9687,35000000.0,39500000.0,,0.0,down with love,2003,35000000.0,39500000.0
b9377,w28569,,25000000.0,16000000.0,,0.0,over the top ,1987,25000000.0,16000000.0
b3273,w9093,,10000000.0,23671.0,,0.0,dangerous game (1993 film),1993,10000000.0,23671.0
b3695,w10548,o10473,1800000.0,50000000.0,,0.0,dog day afternoon,1975,1800000.0,50000000.0
b9966,w30544,o16321,25000000.0,24700000.0,,0.0,punch-drunk love,2002,25000000.0,24700000.0
b412,w25579,,43000000.0,43400000.0,,0.0,a monster calls ,2016,43000000.0,43400000.0
b14773,w37140,o21783,4.0,39103425.0,,0.0,the sword and the sorcerer,1982,4.0,39103425.0
b12719,w7778,,15000000.0,142000000.0,,0.0,the color purple ,1985,15000000.0,142000000.0
b16483,w41951,,46000000.0,7300000.0,,0.0,wild america ,1997,46000000.0,7300000.0
b10279,w31459,o20457,10000000.0,7200000.0,,0.0,rescue dawn,2006,10000000.0,7200000.0
b3238,w8947,,69000000.0,240400000.0,,0.0,daddy's home ,2015,69000000.0,240400000.0
b8502,w25924,o7529,40000000.0,20883046.0,,0.0,mr. baseball,1992,40000000.0,20883046.0
b11933,w37023,,2000000.0,7550000.0,,0.0,sweet bird of youth ,1962,2000000.0,7550000.0
b13518,w19220,,45000000.0,35700000.0,,0.0,the indian in the cupboard ,1995,45000000.0,35700000.0
b11431,w35459,o20487,17000000.0,374743.0,,0.0,southland tales,2006,17000000.0,374743.0
b11011,w34019,o20479,2000000.0,622806.0,,0.0,sherrybaby,2006,2000000.0,622806.0
b12817,w9190,o21770,15000000.0,40600000.0,,0.0,the dark crystal,1982,15000000.0,40600000.0
b3635,w10340,o17478,4000000.0,36000000.0,,0.0,dirty harry,1971,4000000.0,36000000.0
b14868,w39055,o15952,2300000.0,792966.0,,0.0,the toxic avenger part ii,1989,2300000.0,792966.0
b12694,w7297,o18420,10000000.0,351401.0,,0.0,the chumscrubber,2005,10000000.0,351401.0
b993,w27762,o21692,6000000.0,131000000.0,,0.0,an officer and a gentleman,1982,6000000.0,131000000.0
b13082,w13133,o13838,24000000.0,41900000.0,,0.0,the fisher king,1991,24000000.0,41900000.0
b7427,w22227,,250000.0,3700000.0,,0.0,like crazy,2011,250000.0,3700000.0
b2840,w7504,o11704,12000000.0,8674093.0,,0.0,clean and sober,1988,12000000.0,8674093.0
b11823,w36673,o22429,22000000.0,67642693.0,,0.0,sudden impact,1983,22000000.0,67642693.0
b15600,w39488,,15000000.0,11000000.0,,0.0,trumbo (2015 film),2015,15000000.0,11000000.0
b13883,w23640,o3556,5000000.0,102388.0,,0.0,the magic of belle isle,2012,5000000.0,102388.0
b11553,w35864,o14831,952000.0,1762000.0,,0.0,stage door,1937,952000.0,1762000.0
b12954,w11533,o8324,12500000.0,61800000.0,,0.0,the electric horseman,1979,12500000.0,61800000.0
b3932,w11336,,10000000.0,3916303.0,,0.0,earth girls are easy,1988,10000000.0,3916303.0
b14951,w40190,,25000000.0,106200000.0,,0.0,the untouchables ,1987,25000000.0,106200000.0
b6006,w18319,,150170000000.0,185800000.0,,0.0,hugo ,2011,150170000000.0,185800000.0
b14332,w30235,o13858,30000000.0,110000000.0,,0.0,the prince of tides,1991,30000000.0,110000000.0
b13872,w23328,,14000000.0,266967.0,,0.0,the lucky ones ,2008,14000000.0,266967.0
b3053,w8158,o7468,30000000.0,14110589.0,,0.0,cool world,1992,30000000.0,14110589.0
b10845,w33494,,20000000.0,35500000.0,,0.0,selena ,1997,20000000.0,35500000.0
b9248,w28173,o13589,30000000.0,26616840.0,,0.0,one true thing,1998,30000000.0,26616840.0
b1528,w3122,,5000000.0,21300000.0,,0.0,bears ,2014,5000000.0,21300000.0
b9938,w30479,,5000000.0,34700000.0,,0.0,psycho ii ,1983,5000000.0,34700000.0
b2155,w5242,o8267,2300000.0,20000000.0,,0.0,breaking away,1979,2300000.0,20000000.0
b1497,w3011,o3046,2000000.0,7500000.0,,0.0,battle beyond the stars,1980,2000000.0,7500000.0
b3149,w8619,,4000000.0,3800000.0,,0.0,critters 2: the main course,1988,4000000.0,3800000.0
b15331,w38547,o4016,2600000.0,680299.0,,0.0,timber falls,2007,2600000.0,680299.0
b7907,w23937,,22000000.0,40070995.0,,0.0,man of the house (1995 film),1995,22000000.0,40070995.0
b8891,w27030,o20419,110000000.0,574500000.0,,0.0,night at the museum,2006,110000000.0,574500000.0
b11441,w35483,o5185,80000000.0,230400000.0,,0.0,space jam,1996,80000000.0,230400000.0
b5735,w17264,o1371,7000000.0,7020000.0,,0.0,hiding out,1987,7000000.0,7020000.0
b7924,w24066,,8500000.0,75000000.0,,0.0,manchester by the sea ,2016,8500000.0,75000000.0
b8731,w26567,o11772,6000000.0,12800000.0,,0.0,mystic pizza,1988,6000000.0,12800000.0
b7796,w23522,,22000000.0,26400000.0,,0.0,mad money ,2008,22000000.0,26400000.0
b15832,w40107,o3598,8000000.0,1400000.0,,0.0,universal soldier: day of reckoning,2012,8000000.0,1400000.0
b15794,w39994,,25000000.0,65300000.0,,0.0,underdog ,2007,25000000.0,65300000.0
b4554,w13138,o5260,25000000.0,41000000.0,,0.0,fist fight,2017,25000000.0,41000000.0
b10338,w31627,o10080,5000000.0,59484.0,,0.0,revenge of the green dragons,2014,5000000.0,59484.0
b7862,w23707,,11000000.0,49800000.0,,0.0,major league ,1989,11000000.0,49800000.0
b3111,w8473,,10000000.0,6106.0,,0.0,crazy eyes ,2012,10000000.0,6106.0
b6700,w20294,,300000.0,3952448.0,,0.0,joysticks ,1983,300000.0,3952448.0
b9685,w29524,o1418,10000000.0,3261638.0,,0.0,pinocchio and the emperor of the night,1987,10000000.0,3261638.0
b151,w35,o2236,20000000.0,11798854.0,,0.0,3 ninjas kick back,1994,20000000.0,11798854.0
b7594,w22860,o7521,,7286310.0,,0.0,lorenzo's oil,1992,,7286310.0
b13453,w18296,,1500000.0,17900000.0,,0.0,the howling ,1981,1500000.0,17900000.0
b13576,w19954,o7264,422000.0,7600000.0,,0.0,the jazz singer,1927,422000.0,7600000.0
b6174,w18836,o20351,24000000.0,495303.0,,0.0,idiocracy,2006,24000000.0,495303.0
b3376,w9493,o1037,30000000.0,18100000.0,,0.0,dead man down,2013,30000000.0,18100000.0
b2776,w7326,o4432,2465000.0,3700000.0,,0.0,cinderella liberty,1973,2465000.0,3700000.0
b9761,w29790,o21387,7500000.0,61600000.0,,0.0,police academy 2: their first assignment,1985,7500000.0,61600000.0
b6935,w20868,o8406,18000000.0,4700000.0,,0.0,king kong lives,1986,18000000.0,4700000.0
b3017,w8069,,18000000.0,21591800.0,,0.0,consenting adults (1992 film),1992,18000000.0,21591800.0
b15614,w39529,o11843,24000000.0,19700000.0,,0.0,tucker: the man and his dream,1988,24000000.0,19700000.0
b9652,w29418,,68000.0,3221152.0,,0.0,pi ,1998,68000.0,3221152.0
b178,w242,o16176,17000000.0,95100000.0,,0.0,40 days and 40 nights,2002,17000000.0,95100000.0
b1580,w3267,,24000000.0,7587334.0,,0.0,beer for my horses ,2008,24000000.0,7587334.0
b2985,w7928,o13719,18000000.0,1501785.0,,0.0,company business,6-Sep,18000000.0,1501785.0
b8657,w26339,o12542,921000.0,2057000.0,,0.0,my favorite wife,1940,921000.0,2057000.0
b16782,w43131,,20000.0,8466.0,,0.0,zero day ,2003,20000.0,8466.0
b377,w22474,,17000000.0,10000000.0,,0.0,a little princess (1995 film),1995,17000000.0,10000000.0
b70,w183,,40000000.0,136300000.0,,0.0,17 again ,2009,40000000.0,136300000.0
b13758,w21887,,15000000.0,3473905.0,,0.0,the lemon sisters,31-Aug,15000000.0,3473905.0
b4251,w12059,o14534,14000000.0,30700000.0,,0.0,exorcist ii: the heretic,1977,14000000.0,30700000.0
b2418,w6197,o13507,10000000.0,25605015.0,,0.0,can't hardly wait,1998,10000000.0,25605015.0
b12483,w3880,,5000000.0,117463.0,,0.0,the big picture (1989 film),1989,5000000.0,117463.0
b436,w29229,o19026,30000000.0,135100000.0,,0.0,a perfect world,1993,30000000.0,135100000.0
b10444,w32084,o15063,35000000.0,45700000.0,,0.0,robocop 2,1990,35000000.0,45700000.0
b15455,w39000,o725,829000.0,2237659.0,,0.0,touch of evil,1958,829000.0,2237659.0
b11660,w36113,o1443,3500000.0,562187.0,,0.0,steel dawn,1987,3500000.0,562187.0
b4636,w13470,o17020,747000.0,2727000.0,,0.0,follow the fleet,1936,747000.0,2727000.0
b6085,w18575,o6436,17000000.0,125200000.0,,0.0,i know what you did last summer,1997,17000000.0,125200000.0
b16274,w41247,o15102,13000000.0,3989297.0,,0.0,"""""""welcome home, roxy carmichael""""""",1990,13000000.0,3989297.0
b9361,w28469,,11000000.0,1659542.0,,0.0,out on a limb ,1992,11000000.0,1659542.0
b14120,w27667,o13657,15000000.0,46900000.0,,0.0,the object of my affection,1998,15000000.0,46900000.0
b14325,w30170,o12033,3700000.0,5500000.0,,0.0,the pride and the passion,1957,3700000.0,5500000.0
b10271,w31447,,1500000.0,3750080.0,,0.0,repo man ,1984,1500000.0,3750080.0
b5730,w17256,,15.0,12201255.0,,0.0,hideaway ,1995,15.0,12201255.0
b2997,w7962,o3162,18000000.0,100000000.0,,0.0,conan the destroyer,1984,18000000.0,100000000.0
b2444,w6291,,5000000.0,14900000.0,,0.0,captain fantastic ,2016,5000000.0,14900000.0
b3686,w10499,o13733,17000000.0,54830779.0,,0.0,doc hollywood,2-Aug,17000000.0,54830779.0
b10016,w30709,,40000000.0,38100000.0,,0.0,quest for camelot,1998,40000000.0,38100000.0
b3016,w8061,o21824,1700000.0,9700000.0,,0.0,conquest of the planet of the apes,1972,1700000.0,9700000.0
b3073,w8228,,22000000.0,20164171.0,,0.0,"""""""corrina, corrina """"""",1994,22000000.0,20164171.0
b8789,w26735,,21000000.0,25069101.0,,0.0,navy seals ,1990,21000000.0,25069101.0
b14869,w39056,o15953,500000.0,363561.0,,0.0,the toxic avenger part iii: the last temptation of toxie,1989,500000.0,363561.0
b4152,w11791,,8000000.0,43000000.0,,0.0,escape from alcatraz ,1979,8000000.0,43000000.0
b12784,w8594,o8636,1750000.0,2500000.0,,0.0,the crimson pirate,1952,1750000.0,2500000.0
b7935,w24110,,15000000.0,8600000.0,,0.0,manhunter ,1986,15000000.0,8600000.0
b3987,w11482,o15003,20000000.0,86000000.0,,0.0,edward scissorhands,1990,20000000.0,86000000.0
b4362,w12447,o18066,5100000.0,12000000.0,,0.0,fantastic voyage,1966,5100000.0,12000000.0
b13199,w14902,o9559,1700000.0,1300000.0,,0.0,the girl in the red velvet swing,1-Oct,1700000.0,1300000.0
b4861,w14179,o16556,1000000.0,5133210.0,,0.0,frozen river,2008,1000000.0,5133210.0
b13262,w15512,o8184,200000.0,2430735.0,,0.0,the grace card,2010,200000.0,2430735.0
b7238,w21715,,26000000.0,53700000.0,,0.0,lawless ,2012,26000000.0,53700000.0
b3607,w10268,o7477,17000000.0,4836637.0,,0.0,diggstown,1992,17000000.0,4836637.0
b2548,w6606,o6386,32000000.0,3600000.0,,0.0,cats don't dance,1997,32000000.0,3600000.0
b11060,w34181,o13820,8000000.0,2300000.0,,0.0,showdown in little tokyo,1991,8000000.0,2300000.0
b4057,w11569,o18249,4000000.0,45726.0,,0.0,ellie parker,2001,4000000.0,45726.0
b9192,w27979,,25000000.0,8800000.0,,0.0,on the road ,2012,25000000.0,8800000.0
b12007,w37194,,150000.0,3200241.0,,0.0,tadpole ,2002,150000.0,3200241.0
b13227,w15253,o872,923000.0,2500000.0,,0.0,the gold rush,1925,923000.0,2500000.0
b10211,w31259,,17900000.0,6900000.0,,0.0,red sonja ,1985,17900000.0,6900000.0
b12920,w11040,,15000000.0,28890240.0,,0.0,the dream team ,1989,15000000.0,28890240.0
b1593,w3291,,3000000.0,23400000.0,,0.0,before midnight ,2013,3000000.0,23400000.0
b12232,w311,o14171,8500000.0,76520000.0,,0.0,the 300 spartans,1962,8500000.0,76520000.0
b3361,w9440,,6900000.0,8000000.0,,0.0,dazed and confused ,1993,6900000.0,8000000.0
b907,w1438,,3500000.0,1800000.0,,0.0,american honey ,2016,3500000.0,1800000.0
b2297,w5740,o3325,55000000.0,21900000.0,,0.0,bullet to the head,2012,55000000.0,21900000.0
b9182,w27948,o14772,1000000.0,1300000.0,,0.0,on the avenue,1937,1000000.0,1300000.0
b10395,w31871,o12905,6000000.0,4250000.0,,0.0,rio lobo,1970,6000000.0,4250000.0
b5528,w16462,o18278,2000000.0,5967038.0,,0.0,harsh times,2005,2000000.0,5967038.0
b536,w40810,,8000000.0,36000000.0,,0.0,a walk in the woods ,2015,8000000.0,36000000.0
b15042,w41278,o18485,8000000.0,153169.0,,0.0,the wendell baker story,2005,8000000.0,153169.0
b4753,w13906,,20000000.0,17600000.0,,0.0,frantic ,1988,20000000.0,17600000.0
b7985,w24255,,3000000.0,7000000.0,,0.0,marnie ,1964,3000000.0,7000000.0
b5773,w17387,o5379,10000000.0,2600000.0,,0.0,hillsong: let hope rise,2016,10000000.0,2600000.0
b3225,w10495,o20282,21000000.0,7516532.0,,0.0,doa: dead or alive,2006,21000000.0,7516532.0
b7020,w21119,o8289,8000000.0,106260000.0,,0.0,kramer vs. kramer,1979,8000000.0,106260000.0
b4151,w11812,,50000000.0,137300000.0,,0.0,escape plan ,2013,50000000.0,137300000.0
b9813,w29982,,22000000.0,39071603.0,,0.0,postcards from the edge ,1990,22000000.0,39071603.0
b12514,w4392,o1225,8000000.0,19100000.0,,0.0,the bling ring,2013,8000000.0,19100000.0
b7610,w22907,,15000000.0,3700000.0,,0.0,lost highway ,1997,15000000.0,3700000.0
b16183,w40957,o19160,3000000.0,3900000.0,,0.0,warlock: the armageddon,1993,3000000.0,3900000.0
b12912,w10757,o20762,800000.0,284785.0,,0.0,the doom generation,1995,800000.0,284785.0
b165,w234,,1500000.0,850419.0,,0.0,31,2016,1500000.0,850419.0
b1759,w3781,,15000000.0,2042530.0,,0.0,big bully ,1996,15000000.0,2042530.0
b4562,w13167,o12877,1600000.0,18100000.0,,0.0,five easy pieces,12-Sep,1600000.0,18100000.0
b13935,w24220,o20562,15000000.0,22100000.0,,0.0,the marine,2006,15000000.0,22100000.0
b1355,w2577,,75000000.0,152300000.0,,0.0,backdraft ,1991,75000000.0,152300000.0
b7900,w23967,o7523,30000000.0,4096030.0,,0.0,man trouble,17-Jul,30000000.0,4096030.0
b14630,w34219,,16500000.0,5406879.0,,0.0,the sicilian ,1987,16500000.0,5406879.0
b9593,w29246,,1900000.0,4000000.0,,0.0,period of adjustment ,1962,1900000.0,4000000.0
b13374,w16734,,60000000.0,127800000.0,,0.0,the heartbreak kid (2007 film),2007,60000000.0,127800000.0
b5331,w15876,,15000000.0,11604598.0,,0.0,gross anatomy ,1989,15000000.0,11604598.0
b16603,w42550,,19000000.0,5400000.0,,0.0,won't back down ,2012,19000000.0,5400000.0
b6157,w18716,o16595,500000.0,825037.0,,0.0,i.o.u.s.a.,22-Aug,500000.0,825037.0
b14708,w35949,o22447,8000000.0,5600000.0,,0.0,the star chamber,1983,8000000.0,5600000.0
b4345,w12423,,3900000.0,960828.0,,0.0,fanboys ,2009,3900000.0,960828.0
b5338,w15907,o20678,25000000.0,71518503.0,,0.0,grumpier old men,1995,25000000.0,71518503.0
b14473,w31847,o18477,50000000.0,161500000.0,,0.0,the ring two,2005,50000000.0,161500000.0
b12717,w7735,,10000000.0,8900000.0,,0.0,the collection ,2012,10000000.0,8900000.0
b4726,w13797,o20668,4000000.0,4257354.0,,0.0,four rooms,1995,4000000.0,4257354.0
b14848,w38487,,14000000.0,5772529.0,,0.0,the tie that binds (1995 film),1995,14000000.0,5772529.0
b12636,w6257,,250000.0,265670.0,,0.0,the canyons ,2013,250000.0,265670.0
b1817,w4040,o5074,15000000.0,13400000.0,,0.0,bio-dome,1996,15000000.0,13400000.0
b2486,w6418,,11800000.0,40300000.0,,0.0,carol ,2015,11800000.0,40300000.0
b15236,w38124,o3248,2000000.0,4700000.0,,0.0,this is spinal tap,1984,2000000.0,4700000.0
b5434,w16240,o5551,1600000.0,6800000.0,,0.0,hang 'em high,1968,1600000.0,6800000.0
b4149,w11798,o5099,50000000.0,25500000.0,,0.0,escape from l.a.,1996,50000000.0,25500000.0
b9760,w29788,,4500000.0,146000000.0,,0.0,police academy ,1984,4500000.0,146000000.0
b8156,w24734,o15040,7000000.0,6070725.0,,0.0,men don't leave,2-Feb,7000000.0,6070725.0
b8958,w27341,o3464,2900000.0,74918.0,,0.0,no one lives,2012,2900000.0,74918.0
b2610,w6803,,31000000.0,9500000.0,,0.0,chaplin ,1992,31000000.0,9500000.0
b6584,w19979,,5000000.0,3792188.0,,0.0,jekyll and hyde... together again,1982,5000000.0,3792188.0
b5403,w16148,o16254,25000000.0,19200000.0,,0.0,half past dead,2002,25000000.0,19200000.0
b15171,w43190,,20000000.0,12100000.0,,0.0,the zookeeper's wife ,2017,20000000.0,12100000.0
b14003,w25528,o8466,10000000.0,54999651.0,,0.0,the money pit,1986,10000000.0,54999651.0
b11125,w34361,,5500000.0,51100000.0,,0.0,silver streak ,1976,5500000.0,51100000.0
b16094,w40713,o19486,1580000.0,2300000.0,,0.0,voyage to the bottom of the sea,1961,1580000.0,2300000.0
b11549,w35849,,10000000.0,37803872.0,,0.0,st. elmo's fire ,1985,10000000.0,37803872.0
b1337,w2520,,6000000.0,38400000.0,,0.0,bachelor party (1984 film),1984,6000000.0,38400000.0
b7523,w22575,o4924,2839000.0,1513000.0,,0.0,living in a big way,1947,2839000.0,1513000.0
b3060,w8169,,4000000.0,41000000.0,,0.0,cop and a half,1993,4000000.0,41000000.0
