key_bom,key_wiki,key_omdb,title,year,budget,gross,revenue
b2538,w6588,,catch-22 ,1970,18000000.0,24911670.0,0.38398166666666667
b15131,w42625,,the world according to garp ,1982,17000000.0,29712172.0,0.7477748235294117
b14788,w37299,,the talk of the town (1942 film),1942,1000000.0,1100000.0,0.1
b15595,w39471,o19154,true romance,1993,13000000.0,12300000.0,-0.05384615384615385
b859,w1273,o8819,alvin and the chipmunks: the road chip,2015,90000000.0,234800000.0,1.6088888888888888
b2824,w7450,o16220,civil brand,2002,500000.0,254293.0,-0.491414
b13289,w15704,o11069,the great muppet caper,1981,14000000.0,31200000.0,1.2285714285714286
b4377,w12470,o15857,farewell to the king,yes,16000000.0,2420917.0,-0.8486926875
b12217,w37861,,that's life! ,1986,7000000.0,4079895.0,-0.41715785714285714
b16643,w42734,o13685,wrongfully accused,1998,30000000.0,9600000.0,-0.68
b14189,w28586,o9044,the overnight,2015,200000.0,1100000.0,4.5
b1441,w2779,o5535,bandolero!,1968,4450000.0,12000000.0,1.696629213483146
b12045,w37286,o20750,tales from the hood,1995,6000000.0,11797927.0,0.9663211666666667
b5935,w18125,o22037,house of d,2004,6000000.0,388532.0,-0.9352446666666666
b402,w25000,o7435,a midnight clear,24-Apr,5000000.0,1526697.0,-0.6946606
b5103,w15067,,glengarry glen ross ,1992,12500000.0,10700000.0,-0.144
b11434,w35463,o5456,southside with you,2016,1500000.0,6500000.0,3.3333333333333335
b5628,w16827,,hedwig and the angry inch ,2001,6000000.0,3600000.0,-0.4
b14350,w30291,,the prisoner of zenda (1952 film),1952,1708000.0,5628967.0,2.2956481264637003
b9713,w29627,,"""planes, trains and automobiles""",1987,30.0,49.5,0.65
b2803,w7405,o3160,city heat,1984,25000000.0,38300000.0,0.532
b6220,w18939,,immediate family ,1989,14000000.0,5932613.0,-0.5762419285714285
b14604,w33584,,the serpent and the rainbow ,1988,7000000.0,19600000.0,1.8
b8823,w26847,o18348,never been thawed,2005,25000.0,47812.0,0.91248
b13636,w21031,,the kite runner ,2007,20000000.0,73200000.0,2.66
b11371,w35235,,somewhere in time ,1980,4000000.0,9700000.0,1.425
b15479,w39063,o20786,toy story,1995,30000000.0,373600000.0,11.453333333333333
b16180,w40952,o22455,wargames,1983,12000000.0,79600000.0,5.633333333333334
b2337,w5893,o17599,butch cassidy and the sundance kid,1969,6000000.0,102300000.0,16.05
b14606,w33602,,the sessions ,2012,1000000.0,9138338.0,8.138338
b11760,w36408,,strangeland ,1998,1100000.0,713239.0,-0.3516009090909091
b15838,w40128,,unlawful entry ,1992,23000000.0,57138719.0,1.4842921304347827
b11630,w36053,,state of play ,2009,60000000.0,87812371.0,0.46353951666666665
b3683,w10488,,do you believe? ,2015,2300000.0,14400000.0,5.260869565217392
b11603,w35997,,star wars: the clone wars ,2008,8500000.0,68300000.0,7.035294117647059
b15689,w39738,o12959,two mules for sister sara,1970,2500000.0,4700000.0,0.88
b11587,w35978,o13825,star trek vi: the undiscovered country,1991,27000000.0,96900000.0,2.588888888888889
b15790,w39979,o18499,underclassman,2005,25000000.0,5655459.0,-0.77378164
b1594,w3293,,before night falls ,2000,20000000.0,8500000.0,-0.575
b14000,w25462,o11828,the moderns,1988,5000000.0,2011497.0,-0.5977006
b10997,w33956,o6492,she's so lovely,1997,18000000.0,7281450.0,-0.595475
b3057,w8170,,cop car ,2015,5000000.0,134552.0,-0.9730896
b1320,w2432,,babe ,1995,30000000.0,254100000.0,7.47
b8248,w25078,o20712,mighty morphin power rangers: the movie,1995,15000000.0,66400000.00000001,3.426666666666667
b11557,w35898,o8149,stake land,2010,625000.0,33245.0,-0.946808
b3087,w8329,o5087,courage under fire,12-Jul,46000000.0,100860818.0,1.1926264782608695
b4616,w13385,,flubber ,1997,80000000.0,178000000.0,1.225
b13660,w21430,o4508,the last american hero,1973,2130000.0,1250000.0,-0.4131455399061033
b16543,w42161,o20801,wings of courage,1995,20000000.0,15054636.0,-0.2472682
b15138,w42673,o2748,the worst movie ever!,2011,1000.0,21010.0,20.01
b3331,w9289,o1338,date with an angel,1987,8000000.0,1988962.0,-0.75137975
b248,w3983,,a bill of divorcement (1932 film),1932,250000.0,531000.0,1.124
b9880,w30222,,prince of darkness ,1987,3000000.0,14100000.0,3.7
b4882,w14246,,funny girl ,1968,14100000.0,58500000.0,3.148936170212766
b7144,w21261,o11753,lady in white,22-Apr,4700000.0,1705139.0,-0.6372044680851063
b12846,w9625,o3965,the death and life of bobby z,2007,8000000.0,912754.0,-0.88590575
b14169,w28343,o20148,the other side of heaven,2001,7000000.0,4800000.0,-0.3142857142857143
b14200,w28647,o2379,the pagemaster,1994,27000000.0,13700000.0,-0.4925925925925926
b13438,w18073,,the hottie and the nottie,2008,9000000.0,27696.0,-0.9969226666666666
b15377,w38701,,to kill a mockingbird ,1962,2000000.0,13100000.0,5.55
b3147,w8616,,critical condition ,1987,14000000.0,20240502.0,0.4457501428571429
b13301,w15754,o18443,the greatest game ever played,2005,25000000.0,15400000.0,-0.384
b2431,w6255,o21483,canyon passage,1946,2623925.0,4263651.0,0.6249134407423993
b11584,w35977,o8449,star trek iv: the voyage home,1986,21000000.0,133000000.0,5.333333333333333
b11270,w34910,,smoke ,1995,7000000.0,38000000.0,4.428571428571429
b12572,w5137,o20757,the brady bunch movie,1995,12000000.0,54100000.0,3.5083333333333333
b8850,w26955,,"""new york, new york (1977 film)""",1977,14000000.0,16399999.999999998,0.1714285714285713
b7514,w22538,,live and let die ,1973,7000000.0,161800000.0,22.114285714285714
b2449,w6316,o7460,captain ron,1992,24000000.0,22518097.0,-0.06174595833333334
b3508,w9894,,dennis the menace ,1993,35000000.0,117270765.0,2.3505932857142855
b2890,w7630,,coal miner's daughter ,1980,15000000.0,67182787.0,3.4788524666666665
b7487,w22425,,little men (2016 film),2016,2000000.0,1900000.0,-0.05
b7410,w22151,o19090,life with mikey,1993,2000000.0,12440858.0,5.220429
b7358,w21991,o1392,lethal weapon,1987,15000000.0,120200000.0,7.013333333333334
b12665,w6746,,the chamber ,1996,50000000.0,22500000.0,-0.55
b7934,w24100,o19098,manhattan murder mystery,1993,,11285588.0,
b9608,w29287,,pet sematary two,1992,8000000.0,17100000.0,1.1375
b14681,w35336,o6979,the sons of katie elder,1965,6500000.0,23000000.0,2.5384615384615383
b16287,w41280,o16872,wendy and lucy,2008,300000.0,1400000.0,3.6666666666666665
b3007,w8008,o21995,confessions of a teenage drama queen,2004,15000000.0,33000000.0,1.2
b4017,w24199,o7482,el mariachi,1992,7000.0,2000000.0,284.7142857142857
b6479,w19754,,it's pat,1994,8000000.0,60822.0,-0.99239725
b9498,w28935,o7542,passenger 57,1992,15000000.0,44065653.0,1.9377102
b2283,w5665,o13504,buffalo '66,1998,1500000.0,2400000.0,0.6
b7415,w22164,,lifeboat ,1944,1590000.0,1000000.0,-0.3710691823899371
b10070,w30855,o2341,radioland murders,1994,15000000.0,1300000.0,-0.9133333333333333
b9766,w29795,o2337,police academy: mission to moscow,1994,10000000.0,126247.0,-0.9873753
b11419,w35413,o2671,sound of my voice,2011,135000.0,408015.0,2.0223333333333335
b5322,w15841,o6423,gridlock'd,1997,5000000.0,5600000.0,0.12
b1326,w2459,,baby boom ,1987,15000000.0,26000000.0,0.7333333333333333
b12077,w37363,o11812,tapeheads,1988,10000000.0,343786.0,-0.9656214
b7849,w23675,,mahogany ,1975,3500000.0,5000000.0,0.42857142857142855
b1997,w4666,o13498,blues brothers 2000,1998,28000000.0,14100000.0,-0.49642857142857144
b9485,w28870,,parkland ,2013,10000000.0,1412181.0,-0.8587819
b3856,w11087,o16533,drillbit taylor,2008,40000000.0,49700000.0,0.2425
b4417,w12603,,fathers and daughters,2015,22400000.0,5100000.0,-0.7723214285714286
b7693,w23095,,love in the time of cholera ,2007,50000000.0,31337584.0,-0.37324832
b16722,w42964,o2775,you're next,2011,1000000.0,26900000.0,25.9
b11386,w35319,o10099,song one,2014,6000000.0,32251.0,-0.9946248333333333
b13851,w22892,o1463,the lost boys,1987,8500000.0,32200000.000000004,2.7882352941176474
b15768,w39930,o7591,under siege,1992,35000000.0,156600000.0,3.474285714285714
b12863,w9916,o2709,the descendants,2011,20000000.0,177200000.0,7.86
b8265,w25147,o1401,million dollar mystery,1987,10000000.0,989033.0,-0.9010967
b2202,w5375,,"""bright lights, big city """,1988,,,
b1240,w2213,o8356,at close range,1986,6500000.0,2300000.0,-0.6461538461538462
b5527,w16446,o1367,harry and the hendersons,1987,16000000.0,49998613.0,2.1249133125
b7128,w21180,o22054,ladder 49,2004,55000000.0,100600000.0,0.8290909090909091
b7869,w23740,o21736,making love,1982,14000000.0,11897978.0,-0.15014442857142857
b15662,w39654,o7590,twin peaks: fire walk with me,1992,10000000.0,4200000.0,-0.58
b10321,w31589,o21398,return to oz,1985,28000000.0,11100000.0,-0.6035714285714285
b11695,w36170,,stick ,1985,22000000.0,8489518.0,-0.6141128181818182
b10262,w31412,,rendition ,2007,27500000.0,27000000.0,-0.01818181818181818
b11361,w35215,,something wicked this way comes ,1983,19000000.0,8400000.0,-0.5578947368421052
b7390,w22070,o10027,life after beth,2014,2400000.0,254881.0,-0.8937995833333333
b1068,w1751,,anne of green gables (1934 film),1934,226000.0,793000.0,2.5088495575221237
b4560,w13165,o21714,five days one summer,1982,15000000.0,199078.0,-0.9867281333333333
b6970,w20985,o9490,kiss me deadly,1955,410000.0,726000.0,0.7707317073170732
b5834,w17724,o7499,home alone 2: lost in new york,1992,69000000.0,359000000.0,4.202898550724638
b8167,w24775,o19102,menace ii society,1993,3500000.0,27900000.0,6.9714285714285715
b1228,w2166,o16453,assassination of a high school president,2008,11500000.0,6000000.0,-0.4782608695652174
b6874,w20661,,kickin' it old skool,2007,25700000.0,4700000.0,-0.8171206225680934
b13485,w18809,,the ice storm ,1997,18000000.0,8038061.0,-0.5534410555555556
b10532,w32344,,rosewood ,1997,30000000.0,13130349.0,-0.5623217
b2816,w7420,,city of industry ,1997,8000000.0,1568328.0,-0.803959
b13917,w23907,,the man in the iron mask (1998 film),1998,35000000.0,183000000.0,4.228571428571429
b9718,w29632,,planet of the apes (1968 film),1968,5800000.0,33400000.0,4.758620689655173
b4399,w12539,,fat albert ,2004,45000000.0,48600000.0,0.08
b1975,w4592,o2265,blue chips,18-Feb,35000000.0,23000000.0,-0.34285714285714286
b2810,w7412,,city of angels ,1998,55000000.0,198700000.0,2.612727272727273
b1706,w3653,o16471,beverly hills chihuahua,2008,20000000.0,149300000.0,6.465
b10056,w30805,o18825,race to witch mountain,2009,50000000.0,106400000.0,1.128
b14215,w28917,,the party ,1968,1500000.0,2900000.0,0.9333333333333333
b3383,w9522,o20649,dead presidents,1995,10000000.0,24100000.0,1.41
b13802,w22562,o10142,the living,2014,500000.0,5514.0,-0.988972
b12671,w6802,,the chaperone ,2011,3000000.0,14400.0,-0.9952
b14934,w39903,,the undefeated (1969 film),1969,7115000.0,8000000.0,0.12438510189739986
b4256,w12069,o16539,expelled: no intelligence allowed,18-Apr,3500000.0,7700000.0,1.2
b9857,w30134,o8434,pretty in pink,28-Feb,9000000.0,40400000.0,3.488888888888889
b1142,w1928,,apt pupil ,1998,14000000.0,8900000.0,-0.36428571428571427
b10938,w33751,o10695,shadow of the vampire,2000,8000000.0,11200000.0,0.4
b16689,w42857,o21796,"""yes, giorgio""",1982,19000000.0,2279543.0,-0.8800240526315789
b3460,w9780,,deep impact ,1998,80000000.0,349500000.0,3.36875
b12481,w3855,o13632,the big lebowski,1998,15000000.0,46200000.0,2.08
b9511,w28966,o8594,pat and mike,1952,1618000.0,2696000.0,0.6662546353522868
b1457,w2817,,barb wire ,1996,9000000.0,3800000.0,-0.5777777777777777
b13830,w22781,,the longest yard (1974 film),1974,2900000.0,43008075.0,13.830370689655172
b9691,w29542,o3476,piranha 3dd,2012,5000000.0,8500000.0,0.7
b10003,w30677,,queen christina ,1933,1114000.0,2887285.0,1.5918177737881507
b7968,w24197,o22062,maria full of grace,2004,3000000.0,12594630.0,3.19821
b16617,w42608,,words and music (1948 film),1948,3048000.0,4552000.0,0.49343832020997375
b7919,w24053,,man's best friend (1993 film),1993,6000000.0,12900000.0,1.15
b6567,w19939,o22389,jaws 3-d,1983,18000000.0,87987055.0,3.888169722222222
b3618,w10282,,diner ,1982,5000000.0,14099953.0,1.8199906
b5772,w17369,o5378,hillary's america: the secret history of the democratic party,2016,5000000.0,13100000.0,1.62
b3685,w10487,o15849,do the right thing,1989,6000000.0,37300000.0,5.216666666666667
b16335,w41433,,what's love got to do with it ,1993,15000000.0,39100956.0,1.6067304
b8547,w26020,o2327,mrs. parker and the vicious circle,1994,7000000.0,2144667.0,-0.693619
b13,w1605,,...and justice for all ,1979,4000000.0,33300000.0,7.325
b12914,w10772,,the doors ,1991,38000000.0,34400000.0,-0.09473684210526316
b2590,w6721,,chain reaction ,1996,50000000.0,60209334.0,0.20418668
b8782,w26690,o3868,national treasure: book of secrets,2007,130000000.0,457400000.0,2.5184615384615383
b353,w17744,o19024,a home of our own,5-Nov,12000000.0,1677807.0,-0.86018275
b1597,w3301,o9916,before we go,2014,3000000.0,388904.0,-0.8703653333333333
b4214,w11948,o5100,everyone says i love you,1996,20000000.0,9800000.0,-0.51
b8847,w26951,o15911,new york stories,1989,15000000.0,10700000.0,-0.2866666666666667
b12117,w37510,o15938,teen witch,1989,2500000.0,27843.0,-0.9888628
b3157,w8641,o2282,crooklyn,1994,14000000.0,13642861.0,-0.025509928571428572
b12515,w4401,o671,the blob,1958,110000.0,4000000.0,35.36363636363637
b2365,w5979,o2268,cabin boy,1994,10000000.0,3700000.0,-0.63
b425,w27223,o1311,a nightmare on elm street 3: dream warriors,1987,4500000.0,44700000.0,8.933333333333334
b8614,w26265,o8947,my all american,2015,20000000.0,2200000.0,-0.89
b9834,w30067,,preacher's kid ,2010,3000000.0,515065.0,-0.8283116666666667
b12761,w8160,o9806,the cooler,2003,4000000.0,10464788.0,1.616197
b5562,w16596,o3066,he knows you're alone,1980,250000.0,4875436.0,18.501744
b13904,w23993,,the man who knew too much (1956 film),1956,1200000.0,11300000.0,8.416666666666666
b13822,w22756,o3119,the long riders,1980,8000000.0,15795189.0,0.974398625
b15222,w38094,o540,thirty seconds over tokyo,1944,2900000.0,6200000.0,1.1379310344827587
b12027,w37238,o20506,take the lead,7-Apr,30000000.0,65700000.0,1.19
b8550,w26028,o5149,mrs. winterbourne,1996,25000000.0,10082005.0,-0.5967198
b4216,w11953,,everything is illuminated ,2005,7000000.0,3601974.0,-0.4854322857142857
b7183,w21404,,larger than life ,1996,30000000.0,8315693.0,-0.7228102333333334
b5902,w18021,,hot rod ,2007,25300000.0,14334401.0,-0.43342288537549406
b12347,w2082,o2696,the art of getting by,2011,4000000.0,2000000.0,-0.5
b500,w36410,o7437,a stranger among us,1992,33000000.0,12282994.0,-0.6277880606060606
b10963,w33820,,shampoo ,1975,4000000.0,60000000.0,14.0
b2641,w6887,o6387,chasing amy,1997,250000.0,12000000.0,47.0
b15562,w39372,o10749,trois,2000,250000.0,1300000.0,4.2
b4265,w12111,o3163,exterminator 2,1984,3000000.0,3700000.0,0.23333333333333334
b12300,w1314,,the amati girls,2001,1000000.0,49136.0,-0.950864
b7980,w24239,o15037,marked for death,1990,12000000.0,58000000.0,3.8333333333333335
b14929,w39850,,the unbearable lightness of being ,1988,17000000.0,10006806.0,-0.41136435294117646
b3018,w8077,,conspiracy theory ,1997,80000000.0,137000000.0,0.7125
b5187,w15322,,gone fishin' ,1997,53000000.0,19745922.0,-0.6274354339622642
b15570,w39386,o15961,troop beverly hills,1989,18000000.0,8508843.0,-0.5272865
b267,w6785,,a change of seasons ,1980,6000000.0,7270000.0,0.21166666666666667
b16088,w40694,,volunteers ,1985,25000000.0,19875740.0,-0.2049704
b8993,w27422,,noises off ,1992,12000000.0,2280148.0,-0.8099876666666667
b2262,w5579,o3050,brubaker,1980,9000000.0,37121708.0,3.1246342222222223
b8507,w25935,o5420,mr. church,2016,8000000.0,685780.0,-0.9142775
b14695,w35679,,the spirit of st. louis ,1957,6000000.0,2600000.0,-0.5666666666666667
b8472,w25789,,mother night ,1996,6000000.0,403701.0,-0.9327165
b15214,w38053,o20782,things to do in denver when you're dead,1995,8000000.0,529677.0,-0.933790375
b6532,w19874,,jailhouse rock ,1957,1099000.0,4275000.0,2.8898999090081894
b3529,w10000,,desperate measures ,1998,50000000.0,13806137.0,-0.72387726
b14397,w30754,o18475,the quiet,2005,900000.0,381420.0,-0.5762
b5506,w16427,,harold ,2008,3500000.0,13229.0,-0.9962202857142857
b2229,w5481,o18196,broken flowers,2005,10000000.0,46720491.0,3.6720491
b8078,w24542,o8936,"""mcfarland, usa""",2015,17000000.0,45700000.0,1.688235294117647
b10531,w32343,,rosewater ,2014,510000000.0,3200000.0,-0.9937254901960785
b3208,w8857,o11010,cutter's way,1981,5000000.0,27400000.0,4.48
b4943,w14451,o1361,gardens of stone,1987,13000000.0,5262050.0,-0.595226923076923
b16221,w41059,,waxwork ,1988,1500000.0,808114.0,-0.46125733333333335
b1621,w3372,o8262,being there,1979,7000000.0,30177511.0,3.311073
b11354,w35188,,someone to watch over me ,1987,17000000.0,10278549.0,-0.3953794705882353
b1084,w1785,o2443,another happy day,2011,4000000.0,355688.0,-0.911078
b5929,w18188,,house party ,1990,2500000.0,26385627.0,9.5542508
b10986,w33905,o22114,she hate me,2004,8000000.0,1522377.0,-0.809702875
b5531,w16466,o20021,harvard man,2001,5500000.0,56653.0,-0.9896994545454545
b8399,w25568,,monsignor ,1982,10000000.0,12400000.0,0.24
b3520,w9931,o21343,desert hearts,1986,1500000.0,2500000.0,0.6666666666666666
b8262,w25123,o15044,miller's crossing,1990,14000000.0,5080409.0,-0.6371136428571429
b8330,w25378,o13782,mississippi masala,1991,8000000.0,7308786.0,-0.08640175
b2279,w5638,o11002,buddy buddy,1981,10000000.0,7258543.0,-0.2741457
b9991,w30643,o8119,putty hill,2010,80000.0,49918.0,-0.376025
b13978,w25141,o10728,the million dollar hotel,2000,8000000.0,59989.0,-0.992501375
b11943,w37050,,sweet november (2001 film),2001,40000000.0,65754228.0,0.6438557
b14148,w28265,o13659,the opposite of sex,1998,5000000.0,5900000.0,0.18
b13498,w18933,o10134,the imitation game,2014,14000000.0,233600000.0,15.685714285714285
b1178,w2042,o7446,army of darkness,1992,11000000.0,21500000.0,0.9545454545454546
b11867,w36799,,sunset boulevard ,1950,1750000.0,5000000.0,1.8571428571428572
b11008,w34013,o2660,sherlock holmes: a game of shadows,2011,125000000.0,545400000.0,3.3632
b5645,w16908,o6573,hell to eternity,1960,800000.0,2800000.0,2.5
b16742,w43039,o21460,young sherlock holmes,1985,18000000.0,19739575.0,0.09664305555555555
b10980,w33878,,shattered glass ,2003,6000000.0,2900000.0,-0.5166666666666667
b1581,w3270,o20228,beerfest,2006,17500000.0,20387597.0,0.16500554285714286
b4333,w12351,,falling in love (1984 film),1984,12000000.0,11129057.0,-0.07257858333333334
b10708,w32889,o14558,saturday night fever,1977,3500000.0,237100000.0,66.74285714285715
b13176,w14698,o3548,the ghastly love of johnny x,2012,2000000.0,2436.0,-0.998782
b4668,w13602,,for your consideration ,2006,12000000.0,5900000.0,-0.5083333333333333
b4275,w12131,,extreme prejudice ,1987,22000000.0,11307844.0,-0.4860070909090909
b12509,w4246,,the black stallion ,1979,2700000.0,37799643.0,12.999867777777778
b16024,w40510,o16860,vicky cristina barcelona,2008,15000000.0,96409300.0,5.427286666666666
b1672,w3541,o3307,best man down,2012,1500000.0,1938.0,-0.998708
b3741,w10718,o5358,don't think twice,2016,3000000.0,4400000.0,0.4666666666666667
b638,w667,o15307,adventures of don juan,1948,3500000.0,5000000.0,0.42857142857142855
b8910,w27231,o16655,nights and weekends,2008,15000.0,5430.0,-0.638
b12818,w9199,,the dark half ,1993,15000000.0,10600000.0,-0.29333333333333333
b4340,w12395,o17713,family plot,1976,4500000.0,13200000.0,1.9333333333333333
b3632,w10322,,dirty ,2005,3000000.0,274245.0,-0.908585
b2802,w7404,,city hall ,1996,40000000.0,20340204.0,-0.4914949
b15367,w38670,,to be or not to be (1942 film),1942,1200000.0,1500000.0,0.25
b3771,w10851,o2057,doug's 1st movie,1999,5000000.0,19400000.0,2.88
b6560,w19930,o2309,jason's lyric,1994,7000000.0,20851521.0,1.9787887142857143
b9486,w28887,o1173,particle fever,2013,1400000.0,869838.0,-0.37868714285714283
b16581,w42319,o16881,witless protection,2008,7500000.0,4161625.0,-0.44511666666666666
b4334,w12373,,fame (1980 film),1980,8500000.0,21200000.0,1.4941176470588236
b587,w456,,above the law ,1988,7500000.0,18869631.0,1.5159508
b1937,w4510,o3151,blood simple,1984,1500000.0,3851855.0,1.5679033333333334
b12098,w37455,o17757,taxi driver,1976,1300000.0,28300000.0,20.76923076923077
b13217,w15070,o5209,the glimmer man,1996,45000000.0,20351264.0,-0.5477496888888889
b11103,w34270,,silence (2016 film),2016,40000000.0,16000000.0,-0.6
b8625,w26283,o5421,my big fat greek wedding 2,2016,18000000.0,88900000.0,3.938888888888889
b5675,w17015,o8396,henry: portrait of a serial killer,1986,110000.0,609939.0,4.5449
b13364,w16530,o18922,the haunting in connecticut,2009,10000000.0,77527732.0,6.7527732
b10495,w32235,o15432,romance on the high seas,1948,2000000.0,2100000.0,0.05
b15145,w42753,,the x-files ,1998,66000000.0,189200000.0,1.8666666666666667
b13389,w17269,,the high and the mighty ,1954,1470000.0,8500000.0,4.782312925170068
b4709,w13714,,fort apache ,1948,2100000.0,3000000.0,0.42857142857142855
b5355,w15943,o13752,guilty by suspicion,1991,16000000.0,9480000.0,-0.4075
b9809,w29976,o18817,post grad,2009,15000000.0,6414729.0,-0.5723514
b545,w42461,o16938,a woman rebels,1936,574000.0,583000.0,0.0156794425087108
b13306,w15774,,the green berets ,1968,7000000.0,21707027.0,2.101003857142857
b13281,w15665,,the great gatsby (1974 film),1974,6500000.0,26533200.0,3.0820307692307694
b12289,w896,o2364,the air up there,1994,17080000.0,21011318.0,0.2301708430913349
b3995,w11510,o11721,eight men out,1988,6100000.0,5700000.0,-0.06557377049180328
b9002,w27448,o8296,norma rae,1979,4500000.0,22228000.0,3.9395555555555557
b8562,w26052,o5150,mulholland falls,1996,29000000.0,11500000.0,-0.603448275862069
b6135,w18750,o21728,i'm dancing as fast as i can,1982,6000000.0,291390.0,-0.951435
b8872,w27007,,nick of time ,1995,33000000.0,8175346.0,-0.7522622424242424
b16201,w40991,,washington square ,1997,15000000.0,1900000.0,-0.8733333333333333
b14310,w29986,,the postman always rings twice (1981 film),1981,12000000.0,12200000.0,0.016666666666666666
b1481,w2957,,basquiat ,1996,3300000.0,3000000.0,-0.09090909090909091
b6138,w18757,o11742,i'm gonna git you sucka,1988,3000000.0,13000000.0,3.3333333333333335
b8282,w25241,o4930,miracle on 34th street,1947,630000.0,2700000.0,3.2857142857142856
b3162,w8663,o11709,crossing delancey,1988,4000000.0,16262415.0,3.06560375
b10516,w32276,o3490,room 237,2012,5426.0,296359.0,53.618319203833394
b12541,w4858,o11815,the boost,1988,8000000.0,784990.0,-0.90187625
b8312,w25328,o5415,miss sloane,2016,13000000.0,5000000.0,-0.6153846153846154
b8032,w24424,,masters of the universe ,1987,22000000.0,17300000.0,-0.21363636363636362
b1599,w3281,,before and after ,1996,35000000.0,8797839.0,-0.7486331714285714
b11707,w36190,,still of the night ,1982,10000000.0,5979947.0,-0.4020053
b13110,w13615,o16777,the forbidden kingdom,2008,55000000.0,128000000.0,1.3272727272727274
b2808,w7435,o2274,city slickers ii: the legend of curly's gold,1994,40000000.0,43622150.0,0.09055375
b8683,w26381,o18777,my life in ruins,2009,17000000.0,20500000.0,0.20588235294117646
b9295,w28263,,opportunity knocks ,1990,13000000.0,11359129.0,-0.12622084615384616
b2562,w6671,,celebrity ,1998,12000000.0,5078660.0,-0.5767783333333333
b8366,w25507,,mommie dearest ,1981,5000000.0,39000000.0,6.8
b14210,w28772,o5013,the paradine case,1947,4258000.0,2100000.0,-0.5068107092531705
b11759,w36405,o16734,strange wilderness,2008,20000000.0,6900000.0,-0.655
b5386,w16106,o5373,hacksaw ridge,2016,40000000.0,175300000.0,3.3825
b1436,w2757,o8359,band of the hand,1986,8700000.0,4865912.0,-0.44069977011494255
b1462,w2845,o5325,barbershop: the next cut,2016,20000000.0,55000000.0,1.75
b4899,w14301,o6415,g.i. jane,1997,50000000.0,97100000.0,0.942
b3421,w9702,,death warrant ,1990,6000000.0,46700000.0,6.783333333333333
b10855,w33527,,sense and sensibility ,1995,16000000.0,134993774.0,7.437110875
b1244,w2225,o13698,at play in the fields of the lord,1991,36000000.0,1342903.0,-0.9626971388888889
b10107,w30948,o21393,rambo: first blood part ii,1985,25500000.0,300400000.0,10.780392156862746
b10340,w31629,o3202,revenge of the nerds,1984,6000000.0,60400000.0,9.066666666666666
b362,w21869,o9879,a lego brickumentary,2014,1000000.0,101531.0,-0.898469
b12610,w5639,o7080,the buddy holly story,1978,1200000.0,14300000.0,10.916666666666666
b9967,w30546,,punchline ,1988,15000000.0,21042667.0,0.4028444666666667
b10521,w32295,,rope ,1948,1500000.0,2200000.0,0.4666666666666667
b3176,w8706,o18219,cruel world,2005,2000000.0,17986.0,-0.991007
b11917,w36944,o2360,surviving the game,1994,7400000.0,7727256.0,0.044223783783783784
b1083,w1784,o16450,another gay sequel: gays gone wild!,2008,500000.0,104828.0,-0.790344
b8567,w26058,,mumford ,1999,28000000.0,4555459.0,-0.8373050357142857
b11566,w35918,o11805,stand and deliver,1988,1600000.0,13900000.0,7.6875
b5446,w16265,o8390,hannah and her sisters,1986,6400000.0,40100000.0,5.265625
b8246,w25066,o20711,mighty aphrodite,1995,15000000.0,26000000.0,0.7333333333333333
b14413,w30924,,the rainmaker (1997 film),1997,40000000.0,46000000.0,0.15
b10094,w30938,o22100,raising helen,28-May,50000000.0,49718611.0,-0.00562778
b12145,w37625,o22432,tender mercies,1983,4500000.0,8440000.0,0.8755555555555555
b11696,w36172,o20495,stick it,2006,20000000.0,31976848.0,0.5988424
b9980,w30599,,purple rain ,1984,7200000.0,293700000.0,39.791666666666664
b5747,w17288,o8548,high noon,1952,730000.0,12000000.0,15.438356164383562
b15831,w40104,,universal soldier (1992 film),1992,23000000.0,36300000.0,0.5782608695652174
b812,w1137,o20199,all the boys love mandy lane,2006,750000.0,1890000.0,1.52
b10447,w32088,o3489,robot & frank,2012,2500000.0,4900000.0,0.96
b11153,w34447,,singin' in the rain,1952,2500000.0,12400000.0,3.96
b16453,w41794,o20177,who is cletis tout?,2001,9000000.0,252706.0,-0.9719215555555556
b10888,w33611,o12788,seven brides for seven brothers,1954,2540000.0,9403000.0,2.701968503937008
b15973,w40360,,vampire's kiss,1989,2000000.0,725131.0,-0.6374345
b10074,w30878,o3091,raging bull,1980,18000000.0,23400000.0,0.3
b13574,w19896,,the jane austen book club ,2007,6000000.0,7163566.0,0.19392766666666666
b3525,w9976,o11880,desk set,1957,1865000.0,1700000.0,-0.08847184986595175
b5005,w14662,,get shorty ,1995,30000000.0,115000000.0,2.8333333333333335
b15577,w39426,o3594,trouble with the curve,2012,60000000.0,49000000.0,-0.18333333333333332
b4530,w13041,,firefox ,1982,21000000.0,46708276.0,1.224203619047619
b10770,w33095,o11793,school daze,12-Feb,6500000.0,14545844.0,1.2378221538461538
b120,w194,o5306,20th century women,2016,7000000.0,5800000.0,-0.17142857142857143
b4279,w12138,,eye for an eye (1996 film),1996,20000000.0,26877589.0,0.34387945
b14258,w29398,,the philadelphia story ,1940,914000.0,3300000.0,2.6105032822757113
b11767,w36447,,strangers on a train ,1951,1200000.0,7000000.0,4.833333333333333
b12715,w7718,,the cold light of day (2012 film),2012,20000000.0,16900000.0,-0.155
