key_bom	key_wiki	key_omdb	bom_title	wiki_title	omdb_title	year_bom_format	year_wiki_format	year_omdb_format	wiki_budget	wiki_gross	bom_budget	bom_domestic_gross	bom_worldwide_revenue
	w15395			good news (1947 film)					"""[$1,715,000]"""	"""[$2,956,000]"""			
	w32551			s. darko					[$4 million]	[$4.9 million]			
	w12675			feast (2005 film)					[$3.2 million]	"""[$658,573]"""			
	w7741			college (2008 film)					[$7 million]	"""[$6,265,483]"""			
	w8018			confidence (2003 film)					[$15 million]	[$23 million]			
	w30616			push (2009 film)					[$38 million]	[$48.9 million]			
	w42233			wise guys (1986 film)					[$13 million]	"""[$8,475,466]"""			
	w19596			the island (2005 film)					[$126 million]	[$162.9 million]			
	w13516			fools rush in (1997 film)					[$20 million]	"""[$29,481,428]"""			
	w34414			sinbad the sailor (1947 film)					"""[$2,459,000]"""	[$2.8 million (US rentals)]			
	w36040			starting over (1979 film)					[$10 million]	"""[$35,649,012]"""			
	w13276			flesh (1932 film)					"""[$480,000]"""	"""[$837,000]"""			
	w5754			bully (2011 film)					"""[$1,100,000]"""	[$3.6 million]			
	w40905			war and peace (1956 film)					[$6 million]	[$6.25 million]			
	w19476			invincible (2006 film)					[$30 million]	[$58.5 million]			
	w28709			pan (2015 film)					[$150 million]	[$128.4 million]			
	w14543			the general (1926 film)					"""[$750,000]"""	"""[$1,000,000]"""			
	w27360			no questions asked 					"""[$742,000]"""	"""[$656,000]"""			
	w595			addicted (2014 film)					[$5 million]	[$17.5 million]			
	w37600			the ten commandments (1923 film)					"""[$1,475,837]"""	"""[$4,168,790]"""			
	w19343			inside out (2015 film)					[$175 million]	[$857.6 million]			
	w27004			"""nick carter, master detective """					"""[$379,000]"""	"""[$456,000]"""			
	w30840			radio (2003 film)					[$30 million]	[$52.3 million]			
	w4682			boat trip 					[$20 million]	[$15 million]			
	w26134			murder in the first 					[$23 million]	"""[$17,381,942]"""			
	w17381			hills of home 					"""[$1,946,000]"""	"""[$2,312,000]"""			
	w25097			mildred pierce 					"""[$1,453,000]"""	"""[$5,638,000]"""			
	w36671			sudden death (1995 film)					[$35 million]	[$68 million]			
	w197			21 & over 					[$13 million]	[$48.1 million]			
	w24827			the merry widow (1952 film)					"""[$2,417,000]"""	"""[$4,500,000]"""			
	w27309			no holds barred (1989 film)					[]	"""[$16,093,651 (USA)]"""			
	w36831			super (2010 american film)					[$2.5 million]	"""[$422,618]"""			
	w4243			black snake moan 					[$15 million]	"""[$10,903,846]"""			
	w39594			tusk (2014 film)					[$3 million]	[$1.8 million]			
	w14780			giant (1956 film)					[$5.4 million]	[$39 million]			
	w6155			camille (1936 film)					"""[$1,486,000]"""	"""[$2,842,000]"""			
	w16055			the guru (2002 film)					[$11 million]	"""[$24,128,852]"""			
	w2906			barnyard 					[$51 million]	[$116.5 million]			
	w35134			soldiers three 					"""[$1,429,000]"""	"""[$2,237,000]"""			
	w135			12 angry men (1957 film)					"""[$340,000]"""	"""[$1,000,000]"""			
	w33177			scream (1996 film)					[$14 million]	[$173 million]			
	w4915			boris and natasha: the movie					[$1 million]	"""[$294,205]"""			
	w11783			escape (1940 film)					"""[$1,205,000]"""	"""[$1,357,000 (Domestic earnings)]"""			
	w37911			there goes my baby 					[$10.5 million]	"""[$123,509]"""			
	w11952			everything i have is yours 					"""[$1,461,000]"""	"""[$1,946,000]"""			
	w32708			salsa (1988 film)					[$6 million]	"""[$8,892,589]"""			
	w24545			mchale's navy (1997 film)					[$42 million]	[$4.5 million]			
	w27565			november 					"""[$150,000]"""	"""[$192,186]"""			
	w15033			gladiator (2000 film)					[$103 million]	[$457.6 million]			
	w4923			the born losers					"""[$400,000]"""	[$36 million]			
	w10400			disorderly conduct 					"""[$300,000]"""	"""[$427,659 (US rentals)]"""			
	w16464			harum scarum 					"""[$2,400,000]"""	"""[$3,100,000]"""			
	w35606			speedway (1968 film)					"""[$3,000,000]"""	"""[$2,000,000 (US/ Canada)]"""			
	w10847			doubt (2008 film)					[$20 million]	[$50.9 million]			
	w29966			possessed (1931 film)					"""[$378,000]"""	"""[$1,522,000]"""			
	w40372			van wilder					[$5 million]	[$38.3 million]			
	w10458			dixiana 					"""[$747,000]"""	"""[$780,000]"""			
	w12711			feet of clay (1924 film)					[]	"""[$904,383.90]"""			
	w20304			the judge (2014 film)					[$50 million]	[$84.4 million]			
	w34115			short circuit (1986 film)					[$9 million]	[$40.7 million (US)]			
	w14701			ghettophysics					"""[$500,000]"""	"""[$10,200]"""			
	w11046			dreamer (2005 film)					[$32 million]	"""[$38,741,732]"""			
	w19791			jack and jill (2011 film)					[$79 million]	[$149.7 million]			
	w22845			the lord of the rings (film series)					[$281 million]	[$3.0 billion (aprox.)]			
	w18312			huddle 					"""[$514,000]"""	"""[$809,000]"""			
	w3562			the best things in life are free 					[$1.16 million]	[$2.7 million]			
	w22219			lights of new york (1928 film)					"""[$23,000]"""	[$1.2 million]			
	w18990			in between days 					"""[$60,000]"""	"""[$32,458]"""			
	w7561			cloak & dagger (1984 film)					[$13 million]	"""[$9,719,952]"""			
	w1922			april love 					"""[$1,425,000]"""	[$4 million (US rentals)]			
	w34232			side street (1950 film)					"""[$935,000]"""	"""[$777,000]"""			
	w27295			no escape (2015 film)					[$5 million]	[$54.4 million]			
	w23139			love me or leave me 					[$2.76 million]	[$5.6 million]			
	w37321			tamara (2005 film)					[$3.5 million]	"""[$206,871]"""			
	w34058			shock (1946 film)					"""[$350,000]"""	"""[$800,000]"""			
	w18434			the hurricane (1999 film)					[$50 million]	[$74 million]			
	w28420			out cold (2001 film)					[$24 million]	[$14.8 million]			
	w28670			the painted veil (1934 film)					"""[$947,000]"""	"""[$1,658,000]"""			
	w30770			quo vadis (1951 film)					[$7.6 million]	[$21 million]			
	w32517			rush hour (1998 film)					[$33 million]	[$244.4 million]			
	w19451			intruders (2011 film)					"""[$12,000,000 (Estimated)]"""	"""[$3,012,210]"""			
	w3786			big business (1988 film)					[$20 million]	"""[$40,150,487]"""			
	w34325			silk stockings 					"""[$2,581,000]"""	"""[$2,800,000]"""			
	w29067			the peacemaker (1997 film)					[$50 million]	[$110.4 million]			
	w32176			rogue's march 					"""[$659,000]"""	"""[$707,000]"""			
	w34901			smilin' through (1941 film)					"""[$1,105,000]"""	"""[$868,000 (Domestic earnings)]"""			
	w31856			rings (2017 film)					[$25 million]	[$83.1 million]			
	w2601			bad bascomb 					"""[$1,833,000]"""	"""[$3,645,000]"""			
	w19800			jack frost (1998 film)					[$85 million]	[$34.6 million]			
	w3546			the best man (1999 film)					[$9 million]	"""[$34,573,780]"""			
	w15763			the greatest (2009 film)					[$6 million]	"""[$335,976]"""			
	w13921			freaky friday (1976 film)					[$5 million]	[$25.9 million]			
	w17923			hope springs (2012 film)					[$30 million]	[$114.3 million]			
	w9291			a date with judy 					"""[$1,353,000]"""	"""[$4,586,000]"""			
	w13526			footloose (1984 film)					[$8.2 million]	[$80 million (domestic)]			
	w35625			sphere (1998 film)					[$73â80 million]	[$50.1 million]			
	w28629			the pact (2012 film)					"""[$400,000]"""	[$7.2 million]			
	w39239			treasure island (1934 film)					"""[$825,000]"""	"""[$1,164,000 (Domestic earnings)]"""			
	w32751			samson and delilah (1949 film)					"""[$3,097,563]"""	"""[$25,600,000]"""			
	w36901			suppose they gave a war and nobody came					"""[$3,600,000]"""	"""[$1,080,000]"""			
	w12096			exposed (1983 film)					[$18 million]	"""[$1,352,083]"""			
	w27123			night of the living dead (1990 film)					[$4.2 million]	[$5.8 million]			
	w8603			crisis (1950 film)					"""[$1,581,000]"""	"""[$1,403,000]"""			
	w20926			king solomon's mines (1950 film)					[$2.3 million]	[$15.1 million]			
	w36435			the stranger (1946 film)					[$1.034 million]	[$3.216 million]			
	w2444			babes in toyland (1961 film)					[$3 million]	[$4.6 million (US/Canada rentals)]			
	w32887			saturday night (1922 film)					[]	"""[$753,807.83]"""			
	w5070			the boy in the striped pyjamas 					[$12.5 million]	[$44 million]			
	w8129			convoy (1978 film)					[$12 million]	"""[$45,000,000]"""			
	w42588			woodstock 					"""[$600,000]"""	[$50 million]			
	w30628			puss in boots (2011 film)					[$130 million]	[$555 million]			
	w21292			lady sings the blues 					[$14 million]	"""[$19,726,490]"""			
	w2816			baraka 					"""[$2,000,000]"""	"""[$1,332,110]"""			
	w18837			idiot's delight 					"""[$1,519,000]"""	"""[$1,167,000 (Domestic earnings)]"""			
	w31661			rhapsody 					"""[$1,979,000]"""	"""[$3,292,000]"""			
	w34020			shhh 					"""[$200,000]"""	"""[$8,332]"""			
	w4853			boomerang (1992 film)					[$42 million]	[$131 million]			
	w26695			native son (1986 film)					"""[$2,000,000]"""	"""[$1,301,121]"""			
	w14330			gallant bess					"""[$1,218,000]"""	"""[$2,011,000]"""			
	w26840			never a dull moment (1950 film)					[$1.2 million]	"""[$1,425,000 (US)]"""			
	w8915			d.o.a. (1988 film)					[$29 million]	"""[$12,706,478]"""			
	w7317			cinderella (2015 disney film)					[$95 million]	[$543.5 million]			
	w1760			annie oakley 					"""[$354,000]"""	"""[$620,000]"""			
	w11313			the eagle (2011 film)					[$25 million]	[$35.5 million]			
	w3677			bewitched (2005 film)					[$85 million]	[$131.4 million]			
	w42092			willard (2003 film)					[$20 million]	[$7 million]			
	w34866			smart girl 					"""[$98,823]"""	"""[$245,153]"""			
	w35143			solitary man 					[$15 million]	"""[$5,024,782]"""			
	w38434			thunder mountain (1947 film)					"""[$177,000]"""	"""[$351,000]"""			
	w750			afflicted 					"""[$318,000]"""	"""[$121,200]"""			
	w18088			hours (2013 film)					[$4 million]	"""[$783,997]"""			
	w10956			dr. strangelove					[$1.8 million]	[$9.4 million]			
	w13840			foxy brown 					"""[$500,000]"""	"""[$2,460,000]"""			
	w30960			rampart 					"""[$12,000,000 (estimated)]"""	"""[$1,567,905]"""			
	w19707			it's a big country					"""[$1,013,000]"""	"""[$655,000]"""			
	w24855			the meteor man 					[$30 million]	"""[$8,016,708 (USA)]"""			
	w35881			stagecoach (1939 film)					"""[$531,374]"""	"""[$1,103,757]"""			
	w27111			night of the demons (2009 film)					[$10 million]	"""[$64,040]"""			
	w2621			bad company (2002 film)					[$70 million]	[$66 million]			
	w17174			heroes (1977 film)					[$3.2 million]	[$33.5 million]			
	w16378			hardball 					[$21 million]	[$44.1 million]			
	w5131			boys' ranch 					"""[$1,155,000]"""	"""[$1,502,000]"""			
	w41579			where do we go from here? (1945 film)					[$2.4 million]	[$1.75 million]			
	w26818			nerve (2016 film)					[$20 million]	[$83.7 million]			
	w29493			pilot no. 5					"""[$486,000]"""	"""[$969,000]"""			
	w20973			a kiss before dying (1991 film)					[$27 million]	"""[$15,429,177]"""			
	w5295			brick 					"""[$450,000]"""	[$3.9 million]			
	w20465			just my luck (2006 film)					[$28 million]	[$38.2 million]			
	w8168			cop 					"""[$2,500,000 (estimated)]"""	"""[$1,884,315 (USA)]"""			
	w8071			conspiracy (1930 film)					"""[$118,000]"""	"""[$138,000]"""			
	w33824			shanghai (1935 film)					"""[$260,601]"""	"""[$511,225]"""			
	w39853			the unbelievable truth 					"""[$75,000 (]"""	"""[$546,541]"""			
	w426			abduction (2011 film)					[$35 million]	[$82.1 million]			
	w16435			harper valley pta 					[$1 million]	[$25 million]			
	w40553			the vikings (1958 film)					[$3.5 million]	[$7.6 million (est. US/ Canada rentals)]			
	w19514			invitation to the dance 					"""[$2,822,000]"""	"""[$615,000]"""			
	w40283			v for vendetta 					[$54 million]	[$132.5 million]			
	w37096			swing kids 					[$19 million]	"""[$5,632,086]"""			
	w31874			rio rita (1942 film)					"""[$900,000]"""	"""[$3,220,000]"""			
	w37325			the taming of the shrew (1967 film)					[$4 million]	"""[$8,000,000]"""			
	w11011			dramatic school 					"""[$602,000]"""	"""[$664,000]"""			
	w13871			francis of assisi 					"""[$2,015,000]"""	[$1.8 million (US/ Canada)]			
	w38218			three (2006 film)					[$2.4 million]	"""[$1,420,418]"""			
	w14645			get carter (2000 film)					[$63.6 millions]	"""[$19,4 millions]"""			
	w39204			trapped (2002 film)					[$30 million]	"""[$13,414,416]"""			
	w19556			iron man (2008 film)					[$140 million]	[$585.2 million]			
	w14798			the gift (2000 film)					[$10 million]	[$44.6 million]			
	w24861			metropolitan (1990 film)					"""[$225,000]"""	"""[$2,938,208 (USA)]"""			
	w32657			the saint in new york 					"""[$128,000]"""	"""[$460,000]"""			
	w31802			riffraff (1936 film)					"""[$732,000]"""	"""[$1,047,000]"""			
	w30168			pride and prejudice (1940 film)					"""[$1,437,000]"""	[$1.8]			
	w43142			ziegfeld girl 					"""[$1,468,000]"""	"""[$3,101,000]"""			
	w29642			platoon 					[$6 million]	[$138.5 million]			
	w26727			navy blue and gold 					"""[$458,000]"""	"""[$1,168,000]"""			
	w14027			fresh horses 					[$14 million]	"""[$6,640,346]"""			
	w20121			joe (1970 film)					[$2 million]	[$26 million]			
	w3578			betrayed (1988 film)					[$19 million]	[$25.8 million]			
	w32528			"""the russians are coming, the russians are coming"""					[$3.9 million]	"""[$21,693,114]"""			
	w14813			gigi (1958 film)					"""[$3,319,355]"""	"""[$13,208,725]"""			
	w31127			rebound (2005 film)					[$33.1 million]	[$17.5 million]			
	w34955			sneakers (1992 film)					[$35 million]	"""[$105,232,691]"""			
	w30237			prince valiant (1954 film)					"""[$2,970,000]"""	[$892.6 million (US rentals)]			
	w18147			house of numbers (1957 film)					"""[$1,008,000]"""	[$1.1 million]			
	w40172			untamed (1955 film)					"""[$3,560,000]"""	[$2.5 million (US rentals)]			
	w39072			the toy (1982 film)					[$28 million]	"""[$47,118,057 (USA)]"""			
	w34381			simpatico 					[$10 million]	"""[$929,606]"""			
	w28468			out of time (2003 film)					[$50 million]	[$55.5 million]			
	w25321			miss peregrine's home for peculiar children 					[$110 million]	[$296.4 million]			
	w13706			formosa betrayed 					[$6 million]	"""[$225,000]"""			
	w13242			flamingo road 					[$1.5 million]	[$2.9 million]			
	w35154			some came running 					[$3.151 million]	[$6.3 million]			
	w340			1776					[$6 million]	"""[$2,800,000]"""			
	w18311			hud (1963 film)					[$2.35 million]	[$10 million]			
	w22529			little women (1949 film)					"""[$2,776,000]"""	"""[$5,910,000]"""			
	w15987			gun law (1938 film)					"""[$78,000]"""	"""[$195,000]"""			
	w5635			buddy (1997 film)					[$19 million]	"""[$10,113,400]"""			
	w8054			the conquerors (1932 film)					"""[$619,000]"""	"""[$528,000]"""			
	w34420			sing (1989 film)					[$11.5 million]	[$2.3 million]			
	w22959			the lost world (1960 film)					"""[$1,515,000]"""	"""[$2,500,000 (US/ Canada)]"""			
	w38978			tortilla flat 					"""[$1,201,000]"""	"""[$2,611,000]"""			
	w12833			fighting (2009 film)					[$25 million]	"""[$32,474,120]"""			
	w16375			the hard way (1991 film)					[$24 million]	"""[$65,595,485]"""			
	w34857			small town girl (1936 film)					"""[$760,000]"""	"""[$1,605,000]"""			
	w18784			icarus 					[$6 million]	"""[$73,000]"""			
	w11438			eddie 					[$30 million]	"""[$31,387,164]"""			
	w21956			let's do it again (1975 film)					"""[$70,000]"""	[$11.8 million]			
	w38280			three little words 					"""[$1,470,000]"""	"""[$4,526,000]"""			
	w7947			compulsion (1959 film)					"""[$1,345,000]"""	[$1.8 million (est. US/ Canada rentals)]			
	w35298			song of norway 					"""[$3,625,000]"""	"""[$7,900,000]"""			
	w22182			light it up 					[$13 million]	"""[$5,985,690]"""			
	w2391			the aviator (2004 film)					[$110 million]	[$213.7 million]			
	w22099			life during wartime 					[$4.5 million]	"""[$744,816]"""			
	w3939			big trouble (2002 film)					[$40 million]	[$8.5 million]			
	w13853			frailty 					[$11 million]	[$17.4 million]			
	w32957			saw (2004 film)					[$1.2 million]	[$103.9 million]			
	w31238			red river (1948 film)					[$2.7 million]	"""[$9,012,000]"""			
	w9326			david and bathsheba 					[$2.17 million]	[$7.1 million (est. US/ Canada rentals)]			
	w28996			the patriot (2000 film)					[$110 million]	[$215.3 million]			
	w8436			crash (2004 film)					[$6.5 million]	[$98.4 million]			
	w38580			the time of your life 					[$2]	[$1.5]			
	w13095			first lady 					"""[$485,000]"""	"""[$424,000]"""			
	w36124			stella (1990 film)					[$19 million]	"""[$20,240,128]"""			
	w21171			labor day 					[$18 million]	"""[$20,275,812]"""			
	w16559			havoc (2005 film)					[$9 million]	"""[$371,000]"""			
	w32515			rush (1991 film)					[$17 million]	[$7.2 million]			
	w2495			the baby-sitters club 					[$6.5 million]	"""[$9,685,976]"""			
	w2978			batman (1989 film)					[$35 million]	[$411.3 million]			
	w37423			"""tarzan, the ape man (1959 film)"""					"""[$689,000]"""	"""[$1,710,000]"""			
	w36549			the strip (1951 film)					"""[$885,000]"""	"""[$982,000]"""			
	w17191			hesher 					[$7 million]	"""[$449,702]"""			
	w26579			nadine (1987 film)					[$12 million]	"""[$5,669,831]"""			
	w34218			sicario (2015 film)					[$30 million]	[$85 million]			
	w15791			the green hornet (2011 film)					[$120 million]	[$227.8 million]			
	w12062			the exorcist (film series)					[$147 million]	"""[$661,478,540]"""			
	w19353			insidious (film series)					[$16.5 million]	[$357.7 million]			
	w5282			brenda starr 					"""[$16,000,000]"""	"""[$67,878]"""			
	w4537			bloodline (1979 film)					"""[$12,000,000]"""	"""[$8,218,695]"""			
	w38017			the thief of bagdad (1924 film)					"""[$1,135,654.65]"""	[$1.5 million]			
	w18514			i can do bad all by myself 					[$19 million]	"""[$51,733,921]"""			
	w17773			homecoming (1948 film)					"""[$2,654,000]"""	"""[$5,594,000]"""			
	w30017			power dive 					"""[$86,000]"""	[$1 million]			
	w20583			the keep 					"""[$6,000,000 (est.)]"""	"""[$3,661,757 (USA)]"""			
	w4318			blank check 					[$13 million]	[$30.5 million]			
	w8466			the crazies (1973 film)					"""[$275,000]"""	"""[$143,784]"""			
	w13422			flying high (1931 film)					"""[$634,000]"""	"""[$657,000]"""			
	w16774			heat (1995 film)					[$60 million]	[$187.4 million]			
	w13582			for the first time (1959 film)					"""[$500,000]"""	"""[$1,685,000]"""			
	w18103			house calls (1978 film)					[$6.5 million]	"""[$29,000,000]"""			
	w9835			the delinquents (1957 film)					"""[$63,000]"""	"""[$1,000,000]"""			
	w27969			on the line (2001 film)					[$16 million]	"""[$4,403,019]"""			
	w5011			bound (1996 film)					[$6 million]	[$3.8 million]			
	w40889			wanderlust (2012 film)					[$35 million]	[$24.2 million]			
	w40955			warlock (1959 film)					[$2.4 million]	[$1.7 million (est. US/ Canada rentals)]			
	w9681			death race 					[$45 million]	[$75.7 million]			
	w40843			walking tall (1973 film)					"""[$500,000]"""	[$23 million]			
	w11827			eskimo 					"""[$935,000]"""	"""[$1,312,000]"""			
	w19449			intruder in the dust 					"""[$988,000]"""	"""[$837,000]"""			
	w16528			the haunting (1999 film)					[$80 million]	[$177.3 million]			
	w41373			what ever happened to baby jane? (1962 film)					[$1 million]	[$9.5 million]			
	w41650			whiplash (2014 film)					[$3.3 million]	[$49 million]			
	w35585			speed (1994 film)					[$30 million]	[$350.4 million]			
	w18612			i married an angel 					"""[$1,492,000]"""	"""[$1,236,000]"""			
	w39061			toy soldiers (1991 film)					[$10 million]	"""[$15,073,942 (US) (sub-total)]"""			
	w18409			the hunters (1958 film)					"""[$2,440,000]"""	"""[$2,100,000 (U.S. rentals)]"""			
	w31295			redline (2007 film)					[$26 million]	"""[$8,267,379]"""			
	w18644			i spit on your grave (2010 film)					[$2 million]	"""[$572,809]"""			
	w27824			oklahoma! (1955 film)					[$6.8 million]	[$7.1 million (est. US/ Canada rentals)]			
	w9424			daylight (1996 film)					[$80 million]	[$159.2 million]			
	w18017			hot pursuit (1987 film)					[$4 million]	[$4.2 million]			
	w37027			sweet dreams (1985 film)					[$13.5 million]	"""[$9,085,049]"""			
	w32020			the road (2009 film)					[$25 million]	[$27.6 million]			
	w36961			suspect (1987 film)					[$16 million]	"""[$18,782,400]"""			
	w20120			joe (2013 film)					[$4 million]	[$2.36 million]			
	w30287			prisoner of war 					"""[$569,000]"""	"""[$1,077,000]"""			
	w6722			chained (1934 film)					"""[$544,000]"""	"""[$1,988,000]"""			
	w11453			edge of seventeen 					[$1.5 million]	"""[$871,759]"""			
	w6637			cavalcade (1933 film)					"""[$1,180,280]"""	[$3.5 million]			
	w35927			stand up and fight 					"""[$1,055,000]"""	"""[$1,840,000]"""			
	w41338			westworld 					[$1.25 million]	[$10 million]			
	w41006			the watch (2012 film)					[$68 million]	[$68.3 million]			
	w17395			the hired gun (1957 film)					"""[$323,000]"""	"""[$845,000]"""			
	w20181			johnny eager					"""[$651,000]"""	"""[$2,586,000]"""			
	w11658			enchanted april (1935 film)					"""[$346,000]"""	"""[$165,000]"""			
	w11525			election (1999 film)					[$25 million]	[$14.9 million]			
	w7108			china (1943 film)					[$2 million (est.)]	[$2.5 million (US rentals)]			
	w26725			the navigator (1924 film)					"""[$385,000]"""	"""[$680,406]"""			
	w16179			halloween 5: the revenge of michael myers					[$3 million]	[$11.6 million]			
	w29305			peter pan (1953 film)					[$4 million]	[$87.4 million]			
	w20106			joan of arc (1948 film)					"""[$4,650,506]"""	"""[$5,768,142]"""			
	w11854			eternally yours 					"""[$790,878]"""	"""[$683,131]"""			
	w25960			mr. jones (1993 film)					[$25 million]	"""[$8,345,845]"""			
	w14923			the girl of the golden west (1938 film)					"""[$1,680,000]"""	"""[$1,597,000 (Domestic earnings)]"""			
	w10952			dr. seuss' how the grinch stole christmas (2000 film)					[$123 million]	[$345.1 million]			
	w23059			love crazy (1941 film)					"""[$889,000]"""	[$2 million]			
	w7858			the comedian (2016 film)					[$15 million]	[$1.7 million]			
	w5190			brave (2012 film)					[$185 million]	[$540.4 million]			
	w12435			fantasia (1940 film)					[$2.28 million]	[$76.4â$83.3 million]			
	w11020			dream boy 					[$1.2 million]	[$6 million]			
	w20502			justine (1969 film)					"""[$7,870,000]"""	[$2.2 million  (US/ Canada rentals)]			
	w8125			conviction (2010 film)					[$12.5 million]	[$9.7 million]			
	w30419			proof (2005 film)					[$20 million]	"""[$14,189,860]"""			
	w9718			the debt (2010 film)					[$20 million]	[$45.6 million]			
	w35428			"""south of heaven, west of hell """					"""[$4,000,000 (estimated)]"""	"""[$28,149]"""			
	w24988			middle school: the worst years of my life 					[$8.5 million]	[$23.3 million]			
	w20836			kind lady (1951 film)					"""[$911,000]"""	"""[$500,000]"""			
	w16006			gunfight at the o.k. corral 					[$2 million]	[$10.7 million]			
	w15515			grace of monaco 					[$30 million]	[$26.6 million]			
	w41605			where the heart is (2000 film)					[$15 million]	"""[$40,863,718]"""			
	w20479			just this once 					"""[$547,000]"""	"""[$1.059,000]"""			
	w17162			hero (1992 film)					[$42 million]	[$19.5 million]			
	w25058			a midsummer night's dream (1935 film)					"""[$981,000]"""	[$1.229 million]			
	w8668			crossover (2006 film)					[$5.8 million]	"""[$7,009,668]"""			
	w35416			sounder 					"""[$900,000]"""	"""[$16,889,761]"""			
	w9906			derailed (2005 film)					[$22 million]	[$57.5 million]			
	w41094			way...way out					"""[$2,955,000]"""	[$1.2 million (est. U.S./Canada rentals)]			
	w5981			cabin fever (2002 film)					[$1.5 million]	[$30.6 million]			
	w22636			lol (2012 film)					[$11 million]	[$10.4 million]			
	w24831			merton of the movies (1947 film)					"""[$1,504,000]"""	"""[$1,712,000]"""			
	w13443			flywheel 					"""[$20,000]"""	"""[$37,000]"""			
	w6759			champion (1949 film)					"""[$570,000]"""	[$2.5 million]			
	w18997			the in crowd (2000 film)					[$24 million]	"""[$5,280,035]"""			
	w18020			the hot rock 					"""[$4,895,000]"""	[$3.5 million]			
	w37498			ted bundy 					[$1.2 million]	"""[$68,716]"""			
	w35180			somebody up there likes me (1956 film)					"""[$1,920,000]"""	"""[$3,360,000]"""			
	w28948			passion play 					[$15 million]	"""[$3,669]"""			
	w17306			high school confidential 					"""[$532,000]"""	"""[$1,915,000]"""			
	w39809			u turn (1997 film)					[$19 million (estimated)]	[$6.6 million (USA)]			
	w20633			key to the city 					"""[$1,514,000]"""	"""[$2,973,000]"""			
	w6282			captain blood (1935 film)					"""[$1,242,000]"""	"""[$1,357,000 (domestic)]"""			
	w23768			malevolence 					"""[$200,000]"""	"""[$127,287]"""			
	w43020			the young lions 					[$3.55 million]	[$4.48 million (US/ Canada rentals)]			
	w22119			life of crime 					[$12 million]	[$1.5 million]			
	w37864			that's my boy (2012 film)					[$70 million]	[$57.3 million]			
	w30475			psycho (1960 film)					"""[$806,947]"""	[$50 million]			
	w24235			the mark of zorro (1940 film)					[$1 million]	[$2 million]			
	w29447			the picture of dorian gray (1945 film)					"""[$1,918,000]"""	"""[$2,975,000]"""			
	w6929			the cheat (1915 film)					"""[$17,311]"""	"""[$96,389 (domestic)]"""			
	w7612			the clown (1953 film)					"""[$887,000]"""	"""[$2,099,000]"""			
	w23273			lovin' the ladies					"""[$207,000]"""	"""[$428,000]"""			
	w16457			harry potter and the prisoner of azkaban 					[$130 million]	[$796.7 million]			
	w42851			yentl 					[$12 million]	"""[$40,218,899]"""			
	w40054			unforgettable (1996 film)					[$18 million]	"""[$2,821,671]"""			
	w3463			ben-hur (1959 film)					[$15.2 million]	[$146.9 million (initial release)]			
	w39636			twilight (1998 film)					[$37 million]	[$15 million]			
	w20268			journey to the center of the earth (2008 theatrical film)					[$60 million]	[$242 million]			
	w20659			kicked in the head 					[$4 million]	"""[$102,739]"""			
	w15185			godzilla (1998 film)					[$130 million]	[$379 million]			
	w34532			"""sister, sister (1987 film)"""					[$4 million]	"""[$743,445]"""			
	w9890			denial (2016 film)					[$10 million]	[$5.3 million]			
	w32313			rose marie (1954 film)					"""[$2,984,000]"""	"""[$5,277,000]"""			
	w29971			possession (2002 film)					[$25 million]	"""[$14,815,898]"""			
	w15109			go fish 					"""[$15,000 (estimated)]"""	"""[$2,408,311 (USA sub-total)]"""			
	w18366			the hunchback of notre dame (1923 film)					"""[$1,250,000 (estimated)]"""	[$1.5 million]			
	w11955			everything must go 					[$5 million]	"""[$2,820,490]"""			
	w28874			parnell 					"""[$1,527,000]"""	"""[$1,576,000]"""			
	w7095			the children's hour 					[$3.6 million]	[$3 million]			
	w16021			gung ho! (1943 film)					"""[$866,898]"""	"""[$2,176,489]"""			
	w20881			the king of fighters 					[]	"""[$2,370,613]"""			
	w40045			unfaithful (2002 film)					[$50 million]	"""[$119,137,784]"""			
	w21629			the last winter (2006 film)					[$7 million]	"""[$97,522]"""			
	w42016			the wild life (1984 film)					[$6 million]	"""[$11,020,375]"""			
	w8650			cross fire 					"""[$26,000]"""	"""[$98,000]"""			
	w28863			"""paris, texas """					[$1.8 million]	[$2.2 million]			
	w11546			elephant (2003 film)					[$3 million]	[$10 million]			
	w20873			king lear (1987 film)					"""[$1,000,000]"""	"""[$61,821]"""			
	w12026			excuse my dust (1951 film)					"""[$1,789,000]"""	"""[$2,298,000]"""			
	w2918			the barretts of wimpole street (1934 film)					"""[$820,000]"""	"""[$1,258,000 (Domestic earnings)]"""			
	w16732			heartbreak hotel 					[$13 million]	[$5.5 million (USA)]			
	w24188			mardi gras (1958 film)					[$1.69 million]	[$2.5 million]			
	w40830			walker 					[]	"""[$257,043 (US)]"""			
	w40460			vera cruz 					[$1.6 million]	"""[$11,000,000 (estimated)]"""			
	w4822			boogeyman 					[$20 million]	[$67 million]			
	w16453			harry potter and the goblet of fire 					[$150 million]	[$896.9 million]			
	w41502			when in rome (1952 film)					"""[$1,313,000]"""	"""[$683,000]"""			
	w7308			el cid 					"""[$6,200,000]"""	"""[$30,000,000 (Domestic)]"""			
	w25919			mr. & mrs. smith (1941 film)					"""[$743,000]"""	[$1.4 million]			
	w19925			jason and the argonauts (1963 film)					[$1 million]	"""[$2,100,000 (US/ Canada)]"""			
	w9628			death and the maiden 					[$12 million]	"""[$3,103,716]"""			
	w41977			wild card (2015 film)					[$30]	[$6.7]			
